地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2011/03/12,10:13:56.1,福島県沖,37°19.3′N,141°13.3′E,30 km,4.9,震度４
2011/03/12,08:32:23.6,長野県北部,36°56.0′N,138°33.4′E,5 km,3.7,震度４
2011/03/12,08:11:52.0,福島県浜通り,37°10.8′N,140°58.4′E,10 km,4.6,震度４
2011/03/12,07:18:06.0,新潟県中越地方,36°58.1′N,138°36.7′E,7 km,3.8,震度４
2011/03/12,07:14:04.8,新潟県中越地方,36°59.6′N,138°38.3′E,10 km,4.2,震度４
2011/03/12,07:01:46.5,新潟県中越地方,36°56.3′N,138°36.3′E,4 km,3.9,震度４
2011/03/12,06:34:22.2,福島県沖,37°27.1′N,141°18.5′E,23 km,4.8,震度４
2011/03/12,06:30:01.6,長野県北部,36°55.5′N,138°32.2′E,3 km,3.1,震度４
2011/03/12,06:11:06.9,長野県北部,36°56.4′N,138°31.7′E,7 km,3.7,震度４
2011/03/12,05:42:19.8,長野県北部,36°58.3′N,138°35.4′E,4 km,5.3,震度６弱
2011/03/12,04:49:21.0,長野県北部,36°55.2′N,138°34.9′E,2 km,3.9,震度４
2011/03/12,04:46:46.1,秋田県沖,40°23.6′N,139°05.3′E,4 km,6.4,震度４
2011/03/12,04:46:17.3,新潟県中越地方,37°01.6′N,138°36.0′E,14 km,4.1,震度４
2011/03/12,04:45:22.4,福島県沖,37°29.4′N,141°39.9′E,26 km,5.2,震度４
2011/03/12,04:44:28.3,長野県北部,36°56.5′N,138°35.8′E,0 km,4.2,震度４
2011/03/12,04:31:55.6,長野県北部,36°56.9′N,138°34.3′E,1 km,5.9,震度６弱
2011/03/12,04:31:34.0,長野県北部,36°56.1′N,138°34.5′E,0 km,3.1,震度４
2011/03/12,04:24:28.1,千葉県東方沖,35°45.5′N,141°02.4′E,35 km,5.7,震度４
2011/03/12,04:12:44.7,新潟県中越地方,37°01.9′N,138°40.3′E,12 km,4.3,震度４
2011/03/12,04:10:43.7,長野県北部,36°56.3′N,138°35.4′E,0 km,4.2,震度４
2011/03/12,04:09:27.0,長野県北部,36°59.7′N,138°33.7′E,9 km,4.5,震度４
2011/03/12,04:08:41.0,茨城県沖,36°17.1′N,140°56.8′E,35 km,5.2,震度４
2011/03/12,04:03:37.0,新潟県中越地方,37°03.0′N,138°36.7′E,9 km,4.1,震度４
2011/03/12,04:02:57.0,三陸沖,39°21.2′N,142°56.2′E,9 km,6.3,震度４
2011/03/12,04:01:32.0,新潟県中越地方,36°57.0′N,138°36.4′E,1 km,3.9,震度４
2011/03/12,03:59:15.6,長野県北部,36°59.1′N,138°35.8′E,8 km,6.7,震度６強
2011/03/12,03:44:08.0,福島県沖,36°52.2′N,141°09.2′E,47 km,5.0,震度４
2011/03/12,02:56:47.2,福島県沖,37°28.5′N,141°19.0′E,30 km,4.4,震度４
2011/03/12,02:30:46.3,福島県沖,37°24.7′N,141°18.5′E,18 km,5.0,震度４
2011/03/12,00:24:39.9,群馬県北部,36°48.2′N,139°18.6′E,6 km,4.5,震度４
2011/03/12,00:13:12.4,茨城県沖,36°03.2′N,142°00.0′E,23 km,6.7,震度４
2011/03/11,23:44:09.4,茨城県沖,36°38.7′N,140°58.7′E,47 km,4.9,震度４
2011/03/11,23:00:37.2,茨城県沖,36°08.8′N,140°52.7′E,43 km,5.4,震度４
2011/03/11,22:47:41.3,福島県沖,36°55.9′N,141°06.6′E,50 km,4.7,震度４
2011/03/11,22:33:30.9,福島県沖,37°15.5′N,141°05.1′E,34 km,4.5,震度４
