地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2018/05/25,21:13:42.2,長野県北部,36°56.4′N,138°35.3′E,6 km,5.2,震度５強
2018/05/18,03:42:13.6,釧路沖,42°43.5′N,145°28.2′E,47 km,5.8,震度４
2018/05/17,12:12:31.7,千葉県北東部,35°42.9′N,140°43.8′E,52 km,5.3,震度４
2018/05/13,01:49:38.2,宮城県沖,38°31.8′N,141°48.9′E,50 km,4.8,震度４
2018/05/12,10:29:30.0,長野県北部,36°37.9′N,137°54.0′E,11 km,5.2,震度５弱
2018/05/07,05:00:48.4,岩手県内陸北部,39°35.7′N,141°09.6′E,98 km,5.1,震度４
2018/05/06,21:13:19.0,熊本県熊本地方,32°39.4′N,130°40.1′E,11 km,3.9,震度４
2018/04/24,17:53:21.7,根室半島南東沖,43°14.3′N,145°49.5′E,87 km,5.4,震度４
2018/04/14,15:13:27.8,愛知県西部,34°49.4′N,137°07.6′E,6 km,4.5,震度４
2018/04/14,04:00:01.8,根室半島南東沖,43°10.5′N,145°44.2′E,53 km,5.4,震度５弱
2018/04/09,05:05:42.8,島根県西部,35°10.4′N,132°35.2′E,9 km,4.6,震度４
2018/04/09,02:10:55.7,島根県西部,35°10.3′N,132°35.0′E,10 km,4.9,震度４
2018/04/09,01:56:46.0,島根県西部,35°11.0′N,132°34.5′E,10 km,4.8,震度４
2018/04/09,01:43:53.3,島根県西部,35°10.0′N,132°35.4′E,10 km,4.5,震度４
2018/04/09,01:32:30.8,島根県西部,35°11.0′N,132°35.2′E,12 km,6.1,震度５強
2018/03/30,08:17:33.6,茨城県沖,36°26.5′N,140°37.2′E,56 km,5.1,震度４
2018/03/23,06:32:20.6,宮城県沖,38°52.8′N,142°04.6′E,45 km,5.1,震度４
2018/02/26,01:28:39.7,福島県沖,37°32.2′N,141°45.7′E,40 km,5.8,震度４
2018/02/19,03:31:36.5,豊後水道,32°54.2′N,132°09.7′E,40 km,5.0,震度４
2018/02/13,14:39:44.6,長野県南部,35°51.9′N,137°35.6′E,6 km,4.1,震度４
2018/01/24,19:51:19.5,青森県東方沖,41°00.5′N,142°26.8′E,34 km,6.3,震度４
2018/01/14,18:07:33.1,浦河沖,41°56.2′N,143°02.8′E,41 km,4.7,震度４
2018/01/06,00:54:13.9,東京湾,35°38.6′N,140°01.3′E,71 km,4.7,震度４
