Fecha,Hora,Epicentro,Latitud,Longitud,Profundidad,Mag,Máxima intensidad sísmica
1978-01-15,07:31:46,"Región de Izu, Shizuoka",34.833333333333336,138.88333333333333,20 km,5.8,Intensidad sísmica 4
1978-01-14,15:30:35,Cerca de: Izu Oshima,34.766666666666666,139.46666666666667,10 km,3.4,Intensidad sísmica 4
1978-01-14,12:24:38,Cerca de: Izu Oshima,34.766666666666666,139.25,0 km,7.0,Intensidad sísmica 5
1978-01-14,09:55:30,Cerca de: Izu Oshima,34.68333333333333,139.33333333333334,0 km,4.1,Intensidad sísmica 4
1978-01-14,09:47:36,Cerca de: Izu Oshima,34.666666666666664,139.21666666666667,0 km,5.2,Intensidad sísmica 4
1978-01-14,09:45:33,Cerca de: Izu Oshima,34.733333333333334,139.26666666666668,0 km,5.2,Intensidad sísmica 4
1978-01-14,09:36:14,Cerca de: Izu Oshima,34.71666666666667,139.28333333333333,0 km,4.8,Intensidad sísmica 4
1977-12-17,00:10:28,Frente a la costa de Ibaraki,36.583333333333336,141.08333333333334,50 km,5.6,Intensidad sísmica 4
1977-10-05,00:38:56,Ibaraki meridional,36.13333333333333,139.86666666666667,60 km,5.5,Intensidad sísmica 4
1977-08-17,00:32:41,Wakayama del Norte,34.15,135.2,0 km,4.1,Intensidad sísmica 4
1977-08-07,04:27:16,Wakayama del Norte,34.2,135.2,0 km,4.6,Intensidad sísmica 4
1977-06-28,11:46:42,"Región de Kumamoto, Kumamoto",32.9,130.71666666666667,10 km,5.3,Intensidad sísmica 4
1977-06-22,16:11:26,Frente a la costa oriental de Chiba,35.45,140.53333333333333,40 km,5.1,Intensidad sísmica 4
1977-06-08,23:25:46,Frente a la costa de Miyagi,38.46666666666667,141.66666666666666,70 km,5.9,Intensidad sísmica 4
1977-04-19,15:14:59,Frente a la costa de Ibaraki,36.46666666666667,140.61666666666667,60 km,5.2,Intensidad sísmica 4
1977-03-07,18:12:33,Frente a la costa sureste de la península de Nemuro,42.81666666666667,145.86666666666667,60 km,5.4,Intensidad sísmica 4
1977-02-24,20:39:57,Región central de Hidaka,42.41666666666666,142.6,70 km,5.8,Intensidad sísmica 4
1977-02-19,05:51:30,Frente a la costa oriental de Hachijojima,33.36666666666667,140.95,10 km,5.7,Intensidad sísmica 4
1976-12-29,23:36:50,Gunma del Norte,36.63333333333333,139.16666666666666,130 km,5.6,Intensidad sísmica 4
1976-10-06,22:38:42,Frente a la costa de Fukushima,37.06666666666667,141.41666666666666,70 km,5.9,Intensidad sísmica 4
1976-08-11,06:51:42,"Región de Kumamoto, Kumamoto",32.916666666666664,130.68333333333334,10 km,4.5,Intensidad sísmica 4
1976-06-20,13:38:05,Cerca de: Miyakojima,24.491666666666667,126.18833333333332,28 km,6.2,Intensidad sísmica 4
1976-06-16,07:36:19,"Prefectura de Yamanashi Oriental, Cinco Lagos de Fuji",35.515,138.98833333333332,26 km,5.5,Intensidad sísmica 4
1975-12-03,16:14:32,Frente a la costa sureste de la península de Nemuro,43.225,145.79666666666665,50 km,5.2,Intensidad sísmica 4
1975-10-30,10:41:31,Fuera de Urakawa,41.96833333333333,142.7433333333333,55 km,6.0,Intensidad sísmica 4
1975-09-20,02:54:37,Fuera de Urakawa,41.74666666666667,142.79666666666665,28 km,5.9,Intensidad sísmica 4
1975-04-21,02:35:50,Prefectura de Oita Occidental,33.169999999999995,131.315,0 km,6.4,Intensidad sísmica 4
1975-04-18,03:41:08,Ibaraki meridional,36.17,139.83833333333334,56 km,5.0,Intensidad sísmica 4
1975-04-08,15:27:13,Frente a la costa de Fukushima,37.725,141.80833333333334,37 km,5.9,Intensidad sísmica 4
1975-04-02,17:44:00,Frente a la costa oriental de Hachijojima,33.66,140.41666666666666,70 km,5.9,Intensidad sísmica 4
1975-02-08,01:41:15,Noroeste de Chiba,35.815,140.11833333333334,61 km,5.4,Intensidad sísmica 4
1975-01-24,02:57:02,"Región de Aso, Kumamoto",33.01166666666666,131.135,0 km,5.1,Intensidad sísmica 4
1975-01-23,23:31:08,"Región de Aso, Kumamoto",33.02,131.12833333333333,0 km,4.9,Intensidad sísmica 4
1975-01-23,23:19:14,"Región de Aso, Kumamoto",33.025,131.1483333333333,0 km,6.1,Intensidad sísmica 5
1975-01-23,22:54:47,"Región de Aso, Kumamoto",33.035,131.135,1 km,4.3,Intensidad sísmica 4
1975-01-22,13:40:50,"Región de Aso, Kumamoto",33.035,131.13,0 km,5.5,Intensidad sísmica 4
1974-11-30,07:05:21,Cerca de Torishima,30.756666666666668,138.83333333333334,454 km,7.3,Intensidad sísmica 4
1974-11-16,08:32:43,Frente a la costa oriental de Chiba,35.86333333333334,141.10833333333332,32 km,6.1,Intensidad sísmica 4
1974-11-09,06:23:21,Tomakomai,42.54166666666666,141.75666666666666,136 km,6.3,Intensidad sísmica 5
1974-09-27,14:47:26,Frente a la costa sureste de la península de Nemuro,42.93333333333333,146.84666666666666,40 km,6.6,Intensidad sísmica 4
1974-09-27,12:10:06,Frente a la costa oriental de Hachijojima,33.79333333333333,141.22833333333332,9 km,6.3,Intensidad sísmica 4
1974-09-04,18:20:02,Frente a la costa de Iwate,40.2,141.91,41 km,5.6,Intensidad sísmica 4
1974-08-04,03:16:34,Ibaraki meridional,36.07166666666667,139.89333333333332,53 km,5.8,Intensidad sísmica 4
1974-07-08,14:45:37,Frente a la costa de Ibaraki,36.38666666666666,141.185,50 km,6.3,Intensidad sísmica 4
1974-06-27,10:49:09,Cerca de: Miyakejima,33.80166666666666,139.39333333333332,23 km,6.1,Intensidad sísmica 4
1974-05-18,02:11:52,Cerca de: Miyakojima,24.83333333333333,125.81833333333331,30 km,5.7,Intensidad sísmica 4
1974-05-09,08:33:27,Bahía Suruga,34.63,138.78,9 km,6.9,Intensidad sísmica 5
1974-03-03,13:50:49,Frente a la costa oriental de Chiba,35.623333333333335,140.7483333333333,50 km,6.0,Intensidad sísmica 4
1974-01-31,16:03:56,Hyuganada,31.745,132.00333333333333,14 km,5.7,Intensidad sísmica 4
1974-01-25,04:12:49,Apagado Tokachi,41.92666666666666,144.17166666666665,34 km,6.1,Intensidad sísmica 4
1973-11-25,18:19:16,Wakayama del Norte,33.88333333333333,135.41333333333333,54 km,5.7,Intensidad sísmica 4
1973-11-25,13:24:48,Wakayama del Norte,33.861666666666665,135.43166666666664,54 km,5.9,Intensidad sísmica 4
1973-11-19,22:01:55,Frente a la costa de Miyagi,38.861666666666665,142.09833333333333,46 km,6.3,Intensidad sísmica 4
1973-11-14,23:47:21,Cerca de: Izu Oshima,34.715,139.25333333333333,0 km,4.1,Intensidad sísmica 4
1973-11-13,10:12:11,Frente a la costa de Miyagi,38.62,142.26333333333332,60 km,5.5,Intensidad sísmica 4
1973-10-01,23:16:21,Noreste de Chiba,35.75666666666667,140.77166666666668,55 km,5.8,Intensidad sísmica 4
1973-09-30,15:17:52,Noreste de Chiba,35.715,140.65,51 km,5.9,Intensidad sísmica 4
1973-07-20,17:12:54,Frente a la costa de Ibaraki,36.376666666666665,140.98666666666665,41 km,5.9,Intensidad sísmica 4
1973-06-29,12:26:53,Frente a la costa sureste de la península de Nemuro,43.26166666666666,145.98999999999998,49 km,5.8,Intensidad sísmica 4
1973-06-24,11:43:23,Frente a la costa sureste de la península de Nemuro,43.16333333333333,146.63166666666666,52 km,7.1,Intensidad sísmica 5
1973-06-18,05:37:54,Frente a la costa sureste de la península de Nemuro,42.568333333333335,146.20666666666665,45 km,6.1,Intensidad sísmica 4
1973-06-17,22:33:27,Apagado Kushiro,42.85666666666667,145.57333333333332,45 km,5.7,Intensidad sísmica 5
1973-06-17,21:14:27,Apagado Kushiro,42.94333333333333,145.53166666666667,47 km,5.2,Intensidad sísmica 4
1973-06-17,12:55:02,Frente a la costa sureste de la península de Nemuro,43.05833333333333,145.97,44 km,7.4,Intensidad sísmica 5
1973-05-05,16:40:59,"Tsugaru del Norte, Aomori",40.735,140.44166666666666,16 km,4.1,Intensidad sísmica 4
1973-03-27,11:08:31,Bahía de Tokio,35.51833333333333,139.90166666666667,68 km,4.9,Intensidad sísmica 4
1972-12-04,19:16:10,Frente a la costa oriental de Hachijojima,33.336666666666666,140.93833333333333,54 km,7.2,Intensidad sísmica 6
1972-11-06,20:39:49,Ibaraki meridional,36.10666666666667,139.86666666666667,55 km,5.2,Intensidad sísmica 4
1972-10-06,20:31:02,Frente a la costa sur de la bahía de Suruga,34.475,138.56166666666667,25 km,5.5,Intensidad sísmica 4
1972-09-25,18:28:03,Frente a la costa de Miyagi,38.43333333333333,141.85166666666666,55 km,5.3,Intensidad sísmica 4
1972-08-31,16:54:19,Kioto meridional,35.32166666666667,135.61833333333334,20 km,5.1,Intensidad sísmica 4
1972-07-04,10:04:33,Frente a la costa de Miyagi,38.44833333333333,142.23666666666665,31 km,5.7,Intensidad sísmica 4
1972-06-16,00:21:19,Región de Hidaka Oriental,42.26,143.1266666666667,63 km,5.3,Intensidad sísmica 4
1972-05-11,09:44:57,Apagado Kushiro,42.711666666666666,144.82666666666665,48 km,5.8,Intensidad sísmica 4
1972-04-14,04:29:05,Prefectura de Hiroshima del Norte,34.905,132.92166666666665,11 km,5.2,Intensidad sísmica 4
1972-03-26,07:59:40,Frente a la costa sureste de la península de Nemuro,43.11666666666667,146.2133333333333,42 km,6.1,Intensidad sísmica 4
1972-03-20,00:57:50,Frente a la costa oriental de la prefectura de Aomori,40.836666666666666,141.99666666666664,65 km,6.4,Intensidad sísmica 4
1972-03-03,05:10:08,Frente a la costa oriental de Hachijojima,33.675,140.87166666666667,11 km,5.5,Intensidad sísmica 4
1972-02-29,18:23:00,Frente a la costa oriental de Hachijojima,33.525,140.885,22 km,7.0,Intensidad sísmica 5
1972-01-14,16:26:16,Cerca de: Izu Oshima,34.723333333333336,139.30333333333334,0 km,3.9,Intensidad sísmica 4
1972-01-14,16:14:06,Cerca de: Izu Oshima,34.718333333333334,139.29,0 km,3.8,Intensidad sísmica 4
1972-01-14,16:04:45,Cerca de: Izu Oshima,34.68666666666666,139.25666666666666,0 km,3.2,Intensidad sísmica 4
1971-10-11,19:16:13,Noreste de Chiba,35.906666666666666,140.56666666666666,39 km,5.2,Intensidad sísmica 4
1971-08-02,16:24:56,Apagado Tokachi,41.3,143.52833333333334,54 km,7.0,Intensidad sísmica 5
1971-05-29,17:52:44,Frente a la costa oriental de la península de Osumi,31.32,131.49499999999998,44 km,5.9,Intensidad sísmica 4
1971-05-26,15:13:14,Frente a la costa oriental de la península de Osumi,31.256666666666668,131.64333333333332,45 km,5.6,Intensidad sísmica 4
1971-05-25,22:00:16,Frente a la costa oriental de la península de Osumi,31.12666666666667,131.69166666666666,32 km,5.8,Intensidad sísmica 4
1971-03-20,10:13:04,Norte de Nagano,36.585,138.20833333333331,0 km,4.2,Intensidad sísmica 4
1971-02-26,04:27:52,"Región de Joetsu, Niigata",37.126666666666665,138.34666666666666,17 km,5.5,Intensidad sísmica 4
1971-01-30,01:42:56,Parte costera norte de la prefectura de Iwate,40.29,141.735,56 km,5.2,Intensidad sísmica 4
1971-01-06,15:04:21,Frente a la costa de Ibaraki,36.36666666666667,141.12833333333333,44 km,5.5,Intensidad sísmica 4
1971-01-05,06:08:53,Enshunada,34.49,137.15833333333333,39 km,6.1,Intensidad sísmica 4
1970-10-16,14:26:12,Akita interior meridional,39.211666666666666,140.75333333333333,18 km,6.2,Intensidad sísmica 5
1970-09-14,18:44:53,Frente a la costa de Miyagi,38.70166666666667,142.27666666666667,37 km,6.3,Intensidad sísmica 4
1970-07-26,16:10:35,Hyuganada,32.13,132.08166666666665,16 km,6.1,Intensidad sísmica 4
1970-07-26,07:41:10,Hyuganada,32.10166666666667,132.02666666666667,20 km,6.7,Intensidad sísmica 5
1970-07-12,06:16:34,Cerca de: Amami Oshima,28.105,129.73666666666665,68 km,5.2,Intensidad sísmica 4
1970-07-10,09:13:28,"Península de Shimabara, Nagasaki",32.70666666666667,130.18666666666667,11 km,4.4,Intensidad sísmica 4
1970-04-01,23:23:26,Parte costera norte de la prefectura de Iwate,39.74,141.90833333333333,65 km,5.8,Intensidad sísmica 4
1970-01-21,21:59:32,Región de Tokachi del Sur,42.38166666666667,143.11,44 km,4.8,Intensidad sísmica 4
1970-01-21,02:33:04,Región de Tokachi del Sur,42.41833333333333,143.1483333333333,55 km,6.7,Intensidad sísmica 5
1970-01-01,10:49:51,Cerca de: Amami Oshima,28.281666666666663,129.9983333333333,0 km,5.4,Intensidad sísmica 4
1970-01-01,04:01:51,Cerca de: Amami Oshima,28.491666666666667,129.095,0 km,6.1,Intensidad sísmica 5
1969-10-18,10:14:01,Parte costera sur de la prefectura de Iwate,39.24,141.58833333333334,118 km,5.7,Intensidad sísmica 4
1969-09-18,03:51:10,Frente a la costa oriental de la península de Osumi,31.125,131.59666666666666,40 km,5.4,Intensidad sísmica 4
1969-09-18,03:40:49,Frente a la costa oriental de la península de Osumi,30.95,131.61333333333332,51 km,5.9,Intensidad sísmica 4
1969-09-09,14:15:35,"Medio oeste Mino, Gifu",35.776666666666664,137.07666666666665,3 km,6.6,Intensidad sísmica 5
1969-08-12,06:27:36,Frente a la costa oriental de Hokkaido,43.376666666666665,147.905,38 km,7.8,Intensidad sísmica 4
1969-07-27,04:36:43,Bahía de Tachibana,32.76,130.20333333333332,12 km,4.5,Intensidad sísmica 4
1969-06-21,00:37:49,Frente a la costa oriental de la prefectura de Aomori,40.696666666666665,142.22,53 km,5.5,Intensidad sísmica 4
1969-04-21,16:19:26,Hyuganada,32.10166666666667,132.15333333333334,20 km,6.5,Intensidad sísmica 4
1969-04-06,01:36:17,Norte de Nagano,36.568333333333335,138.25333333333333,5 km,4.5,Intensidad sísmica 4
1969-01-19,16:02:08,Soja Tohooki,44.906666666666666,143.315,257 km,6.7,Intensidad sísmica 4
1968-11-14,21:11:53,Hyuganada,31.55333333333333,131.90666666666667,17 km,5.3,Intensidad sísmica 4
1968-11-12,09:44:11,Cerca de: Isla de Okinawa,27.31,128.72,8 km,5.6,Intensidad sísmica 4
1968-10-08,09:50:41,Bahía de Tokio,35.575,140.05833333333334,79 km,5.3,Intensidad sísmica 4
1968-10-08,05:49:04,Fuera de Urakawa,41.86,142.65333333333334,59 km,6.2,Intensidad sísmica 4
1968-09-21,22:06:01,Fuera de Urakawa,41.98333333333333,142.76,54 km,6.8,Intensidad sísmica 5
1968-09-21,07:25:33,Norte de Nagano,36.78,138.285,14 km,5.3,Intensidad sísmica 4
1968-09-07,04:22:44,Frente a la costa sureste de la región de Kyushu,30.92833333333333,132.05,11 km,5.4,Intensidad sísmica 4
1968-08-18,16:12:17,Kioto meridional,35.236666666666665,135.36666666666667,19 km,5.6,Intensidad sísmica 4
1968-08-07,17:00:15,Apagado Kushiro,42.98166666666667,144.88833333333332,60 km,5.5,Intensidad sísmica 4
1968-08-06,01:17:06,Bungo Waterworks,33.29666666666667,132.39166666666665,39 km,6.6,Intensidad sísmica 5
1968-08-03,13:54:31,Cerca de: Isla de Okinawa,25.55,128.6483333333333,32 km,6.3,Intensidad sísmica 4
1968-07-05,20:28:12,Frente a la costa de Miyagi,38.47,142.14333333333332,55 km,6.4,Intensidad sísmica 4
1968-07-01,19:45:11,Saitama del Norte,36.045,139.39666666666665,65 km,6.1,Intensidad sísmica 4
1968-06-12,22:41:46,Apagado Sanriku,39.395,143.06666666666666,20 km,7.2,Intensidad sísmica 4
1968-05-16,19:39:01,Frente a la costa oriental de la prefectura de Aomori,41.50333333333333,142.6266666666667,8 km,7.5,Intensidad sísmica 5
1968-05-16,09:48:54,Frente a la costa oriental de la prefectura de Aomori,40.69833333333333,143.595,0 km,7.9,Intensidad sísmica 5
1968-05-14,23:05:05,Cerca de las Islas Tocarias,29.615,129.69333333333333,153 km,6.1,Intensidad sísmica 4
1968-04-04,19:54:15,Norte de Nagano,36.615,138.15333333333334,10 km,5.1,Intensidad sísmica 4
1968-04-01,16:13:18,Hyuganada,32.333333333333336,132.30833333333334,11 km,6.4,Intensidad sísmica 4
1968-04-01,09:42:04,Hyuganada,32.44833333333333,132.43666666666667,22 km,7.5,Intensidad sísmica 5
1968-03-30,04:04:31,Wakayama del Norte,34.205000000000005,135.17499999999998,5 km,5.1,Intensidad sísmica 4
1968-03-25,01:21:01,A lo largo de las montañas del sur de la prefectura de Miyazaki,32.031666666666666,130.79833333333332,0 km,5.4,Intensidad sísmica 4
1968-03-06,09:12:33,Ibaraki meridional,36.068333333333335,139.91833333333332,52 km,5.1,Intensidad sísmica 4
1968-02-25,01:49:45,Cerca de Niijima y Kozushima,34.22833333333333,139.20999999999998,0 km,4.9,Intensidad sísmica 4
1968-02-25,00:34:19,Cerca de Niijima y Kozushima,34.2,139.1783333333333,0 km,5.1,Intensidad sísmica 4
1968-02-22,19:19:07,A lo largo de las montañas del sur de la prefectura de Miyazaki,32.04,130.805,0 km,5.6,Intensidad sísmica 4
1968-02-21,10:44:52,A lo largo de las montañas del sur de la prefectura de Miyazaki,32.03333333333333,130.755,0 km,6.1,Intensidad sísmica 5
1968-02-21,08:51:39,A lo largo de las montañas del sur de la prefectura de Miyazaki,32.04833333333333,130.79,0 km,5.7,Intensidad sísmica 5
1968-01-29,19:19:04,Frente a la costa oriental de Hokkaido,43.345,146.8983333333333,32 km,6.9,Intensidad sísmica 4
1968-01-26,16:55:21,Norte de Nagano,36.505,138.16333333333333,5 km,5.3,Intensidad sísmica 4
1967-11-28,11:36:54,A lo largo de las montañas del sur de la prefectura de Miyazaki,32.11,130.94666666666666,146 km,6.1,Intensidad sísmica 4
1967-11-28,06:46:07,Frente a la costa noreste de Amami Oshima,28.67,130.53,0 km,4.8,Intensidad sísmica 4
1967-11-26,09:08:08,Cerca de: Amami Oshima,28.326666666666668,130.28166666666667,44 km,5.6,Intensidad sísmica 4
1967-11-19,21:07:01,Frente a la costa de Ibaraki,36.43,141.07666666666665,41 km,5.9,Intensidad sísmica 4
1967-11-07,09:06:12,"Región de Chikugo, Fukuoka",33.23833333333334,130.82999999999998,0 km,4.1,Intensidad sísmica 4
1967-11-04,23:30:36,Región de Kushiro del Norte,43.53,144.32666666666665,12 km,6.5,Intensidad sísmica 4
1967-10-25,09:59:22,Cerca de Taiwán,24.331666666666667,122.26666666666668,53 km,6.7,Intensidad sísmica 4
1967-10-14,04:48:46,Norte de Nagano,36.54333333333333,138.155,10 km,5.3,Intensidad sísmica 5
1967-09-19,19:56:10,Apagado Kushiro,42.93833333333333,145.45999999999998,88 km,6.2,Intensidad sísmica 4
1967-09-14,19:38:33,Chubu Nagano,36.48833333333334,138.06166666666667,11 km,5.1,Intensidad sísmica 4
1967-05-19,08:39:16,Cerca de: Tanegashima,30.78333333333333,131.025,57 km,5.4,Intensidad sísmica 4
1967-04-07,08:28:51,Cerca de Niijima y Kozushima,34.291666666666664,139.19166666666666,20 km,5.2,Intensidad sísmica 4
1967-04-06,18:06:44,Cerca de Niijima y Kozushima,34.35166666666667,139.2516666666667,21 km,4.9,Intensidad sísmica 4
1967-04-06,17:49:38,Cerca de Niijima y Kozushima,34.305,139.185,19 km,5.2,Intensidad sísmica 4
1967-03-19,02:49:49,Tochigi del Sur,36.38333333333333,139.9983333333333,78 km,5.4,Intensidad sísmica 4
1967-03-02,03:39:55,Chubu Nagano,36.52333333333333,138.30166666666668,0 km,5.1,Intensidad sísmica 4
1967-02-13,20:21:09,Ibaraki meridional,36.196666666666665,139.845,56 km,4.9,Intensidad sísmica 4
1967-01-17,20:59:31,Frente a la costa de Miyagi,38.24333333333333,142.14666666666665,36 km,6.4,Intensidad sísmica 4
1967-01-16,12:32:09,Chubu Nagano,36.47,138.06,0 km,5.2,Intensidad sísmica 4
1966-10-26,03:04:09,Norte de Nagano,36.61333333333334,138.325,5 km,5.3,Intensidad sísmica 4
1966-10-19,00:04:47,Norte de Nagano,36.531666666666666,138.17333333333332,9 km,4.7,Intensidad sísmica 4
1966-10-13,06:01:33,Norte de Nagano,36.59166666666667,138.165,2 km,4.8,Intensidad sísmica 4
1966-09-27,04:03:17,Norte de Nagano,36.51166666666666,138.155,0 km,4.9,Intensidad sísmica 4
1966-09-14,10:14:17,Norte de Nagano,36.57666666666667,138.15166666666667,0 km,5.0,Intensidad sísmica 4
1966-09-07,15:18:50,Norte de Nagano,36.55833333333333,138.16666666666666,0 km,4.1,Intensidad sísmica 4
1966-09-06,03:37:40,Norte de Nagano,36.56666666666667,138.16333333333333,0 km,4.8,Intensidad sísmica 4
1966-08-31,13:37:14,Norte de Nagano,36.515,138.19833333333332,0 km,4.2,Intensidad sísmica 4
1966-08-29,00:36:16,Norte de Nagano,36.56166666666666,138.235,0 km,5.1,Intensidad sísmica 4
1966-08-28,13:09:21,Norte de Nagano,36.5,138.125,0 km,5.3,Intensidad sísmica 4
1966-08-20,19:50:18,Norte de Nagano,36.55,138.17,0 km,4.9,Intensidad sísmica 4
1966-08-16,18:42:11,Norte de Nagano,36.525,138.19833333333332,0 km,4.2,Intensidad sísmica 4
1966-08-14,04:05:01,Norte de Nagano,36.515,138.19666666666666,0 km,4.2,Intensidad sísmica 4
1966-08-08,09:37:18,Norte de Nagano,36.55833333333333,138.23999999999998,4 km,5.1,Intensidad sísmica 4
1966-08-03,03:48:34,Norte de Nagano,36.50833333333333,138.19666666666666,0 km,5.3,Intensidad sísmica 5
1966-07-10,15:43:54,Norte de Nagano,36.52333333333333,138.19666666666666,8 km,4.7,Intensidad sísmica 4
1966-06-26,16:34:52,Norte de Nagano,36.583333333333336,138.26,2 km,5.0,Intensidad sísmica 4
1966-06-21,22:05:12,Norte de Nagano,36.58166666666667,138.25,0 km,4.8,Intensidad sísmica 4
1966-06-12,09:43:07,Norte de Nagano,36.545,138.29,0 km,5.0,Intensidad sísmica 4
1966-06-11,12:05:30,Norte de Nagano,36.57833333333333,138.225,2 km,4.7,Intensidad sísmica 4
1966-05-28,14:21:21,Norte de Nagano,36.56,138.20666666666665,0 km,5.3,Intensidad sísmica 5
1966-05-27,22:02:52,Norte de Nagano,36.565,138.22166666666666,2 km,4.3,Intensidad sísmica 4
1966-05-25,05:57:01,Norte de Nagano,36.53,138.2,0 km,4.7,Intensidad sísmica 4
1966-05-22,17:27:23,Norte de Nagano,36.57333333333334,138.16666666666666,2 km,4.1,Intensidad sísmica 4
1966-05-20,09:30:36,Norte de Nagano,36.51833333333333,138.22166666666666,7 km,4.9,Intensidad sísmica 4
1966-05-19,21:51:08,Norte de Nagano,36.555,138.20499999999998,0 km,4.3,Intensidad sísmica 4
1966-05-17,09:59:04,Frente a la costa oriental de Chiba,35.696666666666665,140.7133333333333,50 km,5.2,Intensidad sísmica 4
1966-05-16,22:06:40,Cerca de: Tanegashima,30.438333333333333,130.44333333333333,89 km,5.0,Intensidad sísmica 4
1966-05-06,19:08:14,Norte de Nagano,36.54833333333333,138.24166666666665,2 km,5.0,Intensidad sísmica 4
1966-05-04,10:48:45,Norte de Nagano,36.55166666666666,138.195,2 km,4.6,Intensidad sísmica 4
1966-05-02,00:44:51,Norte de Nagano,36.55,138.25666666666666,0 km,4.5,Intensidad sísmica 4
1966-05-02,00:44:05,Norte de Nagano,36.565,138.20833333333331,6 km,4.5,Intensidad sísmica 4
1966-04-17,20:28:18,Norte de Nagano,36.555,138.18833333333333,2 km,4.7,Intensidad sísmica 5
1966-04-17,20:06:42,Norte de Nagano,36.52,138.20666666666665,1 km,4.1,Intensidad sísmica 4
1966-04-17,20:01:52,Norte de Nagano,36.52833333333333,138.19833333333332,0 km,4.2,Intensidad sísmica 4
1966-04-17,15:46:55,Norte de Nagano,36.55833333333333,138.20833333333331,0 km,4.7,Intensidad sísmica 5
1966-04-17,10:21:34,Norte de Nagano,36.61333333333334,138.21666666666667,10 km,4.7,Intensidad sísmica 5
1966-04-16,15:06:41,Norte de Nagano,36.516666666666666,138.26833333333337,0 km,4.4,Intensidad sísmica 4
1966-04-16,09:07:29,Norte de Nagano,36.516666666666666,138.17999999999998,4 km,4.3,Intensidad sísmica 4
1966-04-14,09:09:07,Norte de Nagano,36.50833333333333,138.185,3 km,4.5,Intensidad sísmica 4
1966-04-11,06:06:15,Norte de Nagano,36.57,138.20166666666665,2 km,4.7,Intensidad sísmica 5
1966-04-11,04:58:30,Norte de Nagano,36.56,138.20499999999998,0 km,4.2,Intensidad sísmica 4
1966-04-11,04:57:26,Norte de Nagano,36.54166666666666,138.19833333333332,1 km,4.7,Intensidad sísmica 4
1966-04-07,18:42:23,Cerca de: Isla de Okinawa,25.586666666666662,128.33333333333334,5 km,5.8,Intensidad sísmica 4
1966-04-05,17:51:17,Norte de Nagano,36.55833333333333,138.31833333333333,0 km,5.4,Intensidad sísmica 5
1966-04-03,13:43:39,Frente a la costa de Ibaraki,36.61666666666667,140.99166666666665,44 km,5.7,Intensidad sísmica 4
1966-04-01,05:25:18,Norte de Nagano,36.55,138.2483333333333,0 km,4.6,Intensidad sísmica 4
1966-03-13,01:31:21,Cerca de: Isla Yonaguni,24.05,122.715,42 km,7.3,Intensidad sísmica 5
1966-03-10,07:03:44,Norte de Nagano,36.54833333333333,138.19,3 km,4.5,Intensidad sísmica 4
1966-03-08,19:28:55,Norte de Nagano,36.545,138.23833333333332,1 km,4.6,Intensidad sísmica 4
1966-02-22,11:38:44,Frente a la costa occidental de la península de Satsuma,31.313333333333333,129.98666666666665,13 km,4.9,Intensidad sísmica 4
1966-02-18,09:27:53,Norte de Ibaraki,36.48333333333333,140.60166666666666,48 km,5.1,Intensidad sísmica 4
1966-02-12,04:05:56,Norte de Nagano,36.53,138.18333333333334,0 km,4.3,Intensidad sísmica 4
1966-02-07,04:05:13,Norte de Nagano,36.54166666666666,138.21833333333333,0 km,4.9,Intensidad sísmica 5
1966-01-23,20:15:57,Norte de Nagano,36.52833333333333,138.21666666666667,3 km,5.1,Intensidad sísmica 5
1966-01-20,10:44:47,Cerca de Sado,37.91333333333333,138.09333333333333,8 km,5.3,Intensidad sísmica 4
1966-01-08,22:34:30,Norte de Nagano,36.556666666666665,138.21666666666667,2 km,4.7,Intensidad sísmica 4
1966-01-03,03:59:13,Norte de Nagano,36.50833333333333,138.15333333333334,5 km,4.7,Intensidad sísmica 4
1965-12-19,13:43:04,Norte de Nagano,36.54333333333333,138.17,2 km,4.0,Intensidad sísmica 4
1965-12-09,23:11:54,Norte de Nagano,36.57833333333333,138.19333333333333,6 km,4.3,Intensidad sísmica 4
1965-11-24,14:13:38,Norte de Nagano,36.55166666666666,138.22666666666666,0 km,4.3,Intensidad sísmica 4
1965-11-23,02:57:40,Norte de Nagano,36.57,138.14333333333332,0 km,5.0,Intensidad sísmica 4
1965-11-22,22:30:04,Norte de Nagano,36.531666666666666,138.18166666666664,0 km,4.7,Intensidad sísmica 4
1965-11-22,21:09:13,Norte de Nagano,36.535,138.19666666666666,4 km,4.5,Intensidad sísmica 4
1965-11-21,03:30:34,Norte de Nagano,36.54,138.17999999999998,2 km,4.8,Intensidad sísmica 4
1965-11-17,02:05:39,Cerca de: Miyakojima,24.825,125.61,41 km,5.8,Intensidad sísmica 4
1965-11-14,14:54:13,Frente a la costa de Ibaraki,36.45333333333333,141.165,34 km,5.6,Intensidad sísmica 4
1965-11-13,23:14:32,Norte de Nagano,36.545,138.22166666666666,4 km,4.6,Intensidad sísmica 4
1965-11-13,02:52:21,Cerca de Torishima,30.38,140.39499999999998,26 km,6.3,Intensidad sísmica 4
1965-11-13,02:14:15,Cerca de Torishima,30.58333333333333,140.31,0 km,5.4,Intensidad sísmica 4
1965-11-05,10:07:27,Norte de Nagano,36.531666666666666,138.18333333333334,4 km,4.2,Intensidad sísmica 4
1965-11-04,23:45:47,Norte de Nagano,36.54833333333333,138.20499999999998,5 km,4.6,Intensidad sísmica 4
