地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
1996/03/17,07:04:05.4,小笠原諸島西方沖,28°53.4′N,139°29.7′E,471 km,6.6,震度２
1996/03/05,23:52:27.7,台湾付近,24°13.6′N,122°01.3′E,57 km,6.6,震度３
1994/10/16,14:10:07.9,択捉島南東沖,44°57.8′N,149°04.7′E,144 km,6.6,震度３
1994/10/05,01:00:58.8,北海道東方沖,43°19.5′N,148°21.9′E,6 km,6.6,震度２
1994/05/24,13:00:42.8,台湾付近,23°58.3′N,122°23.6′E,38 km,6.6,震度３
1993/02/07,22:27:43.7,能登半島沖,37°39.4′N,137°17.8′E,25 km,6.6,震度５
1993/01/19,23:39:25.4,日本海中部,38°37.4′N,133°51.9′E,489 km,6.6,震度３
1992/01/20,22:37:04.0,小笠原諸島西方沖,27°52.1′N,139°44.3′E,512 km,6.6,震度２
1991/05/03,11:14:16.3,小笠原諸島西方沖,27°59.2′N,139°59.9′E,460 km,6.6,震度３
1990/09/24,06:13:06.7,東海道南方沖,33°06.4′N,138°37.8′E,60 km,6.6,震度３
1989/06/17,08:42:36.3,鳥島近海,31°53.6′N,138°20.5′E,385 km,6.6,震度３
1987/04/07,09:40:43.4,福島県沖,37°18.2′N,141°51.8′E,44 km,6.6,震度５
1987/03/18,12:36:29.0,日向灘,31°58.4′N,132°03.7′E,48 km,6.6,震度５
1987/01/14,20:03:49.6,十勝地方南部,42°32.2′N,142°55.7′E,119 km,6.6,震度５
1987/01/09,15:14:46.0,岩手県沿岸北部,39°50.2′N,141°46.6′E,72 km,6.6,震度５
1986/05/11,10:24:26.8,沖縄本島北西沖,26°39.3′N,125°22.0′E,206 km,6.6,震度３
1986/02/04,05:47:35.9,小笠原諸島西方沖,27°54.5′N,139°56.8′E,541 km,6.6,震度２
1985/04/11,01:26:19.8,鳥島近海,29°58.0′N,139°16.9′E,415 km,6.6,震度４
1984/09/19,02:02:41.6,関東東方沖,34°03.3′N,141°32.9′E,13 km,6.6,震度４
1983/08/26,05:23:34.4,大分県北部,33°33.4′N,131°36.3′E,116 km,6.6,震度４
1982/09/06,10:47:00.9,鳥島近海,29°23.0′N,140°58.0′E,180 km,6.6,震度３
1982/07/04,10:20:07.5,本州南方沖,27°48.0′N,137°14.0′E,560 km,6.6,震度２
1981/01/23,04:34:40.1,三陸沖,38°14.0′N,143°03.0′E,0 km,6.6,震度３
1981/01/03,00:39:48.0,奄美大島北西沖,29°04.0′N,128°24.0′E,220 km,6.6,震度４
1978/03/23,06:34:29.9,択捉島南東沖,44°12.0′N,149°43.0′E,80 km,6.6,震度１
1978/03/16,07:04:42.3,小笠原諸島西方沖,26°35.0′N,141°04.0′E,280 km,6.6,震度４
1976/12/12,10:08:49.8,小笠原諸島西方沖,28°11.0′N,140°09.0′E,540 km,6.6,震度２
1975/08/12,23:21:02.1,東海道南方沖,32°01.8′N,138°10.6′E,442 km,6.6,震度３
1974/09/27,14:47:26.9,根室半島南東沖,42°56.0′N,146°50.8′E,40 km,6.6,震度４
1972/01/04,12:16:53.9,台湾付近,22°43.1′N,122°04.4′E,0 km,6.6,震度３
1971/12/03,02:18:22.7,千島列島南東沖,44°50.2′N,153°32.5′E,51 km,6.6,震度２
1971/09/08,20:48:21.6,サハリン西方沖,46°24.0′N,140°50.3′E,0 km,6.6,震度２
1970/12/08,06:35:19.0,鳥島近海,29°42.3′N,140°32.3′E,212 km,6.6,震度２
1969/09/09,14:15:35.9,岐阜県美濃中西部,35°46.6′N,137°04.6′E,3 km,6.6,震度５
1968/08/06,01:17:06.3,豊後水道,33°17.8′N,132°23.5′E,39 km,6.6,震度５
1968/05/17,08:04:50.2,三陸沖,39°46.7′N,143°21.5′E,0 km,6.6,震度３
1968/02/26,19:50:17.2,台湾付近,22°43.8′N,121°28.3′E,23 km,6.6,震度２
1965/09/18,01:21:19.1,茨城県沖,36°16.8′N,141°21.8′E,31 km,6.6,震度４
1965/05/18,02:19:32.2,台湾付近,22°20.2′N,121°16.9′E,38 km,6.6,震度３
1963/08/15,15:11:32.2,福島県沖,37°40.7′N,141°51.3′E,47 km,6.6,震度４
1961/07/18,23:03:36.9,種子島南東沖,29°29.8′N,131°46.1′E,50 km,6.6,震度４
1960/10/09,18:00:41.1,青森県東方沖,40°46.4′N,141°25.3′E,70 km,6.6,震度４
1960/03/23,09:23:21.7,三陸沖,39°30.7′N,143°18.7′E,0 km,6.6,震度３
2023/05/05,14:42:04.1,能登半島沖,37°32.3′N,137°18.2′E,12 km,6.5,震度６強
2021/11/11,00:45:14.5,宮古島近海,23°43.9′N,126°22.0′E,115 km,6.5,震度３
2020/12/21,02:23:21.5,青森県東方沖,40°46.9′N,142°41.5′E,43 km,6.5,震度５弱
2019/04/18,14:01:06.4,台湾付近,24°00.6′N,121°30.8′E,20 km,6.5,震度２
2019/02/12,21:34:17.8,マリアナ諸島,19°23.3′N,145°42.1′E,127 km,6.5,震度１
2018/02/04,22:56:41.2,台湾付近,24°07.0′N,121°42.2′E,10 km,6.5,震度２
2016/09/21,01:21:15.7,鳥島近海,30°33.1′N,142°19.2′E,50 km,6.5,震度１
2016/05/12,12:17:15.4,台湾付近,24°39.5′N,121°55.4′E,37 km,6.5,震度２
2016/04/14,21:26:34.4,熊本県熊本地方,32°44.5′N,130°48.5′E,11 km,6.5,震度７
2016/04/01,11:39:07.8,三重県南東沖,33°19.4′N,136°22.9′E,29 km,6.5,震度４
2015/06/23,21:18:29.0,小笠原諸島西方沖,27°42.0′N,140°10.7′E,484 km,6.5,震度４
2015/02/20,13:25:20.9,三陸沖,39°54.7′N,143°43.9′E,8 km,6.5,震度３
2013/10/31,21:02:07.6,台湾付近,23°31.0′N,121°30.7′E,15 km,6.5,震度１
2013/02/02,23:17:35.8,十勝地方南部,42°42.1′N,143°13.6′E,102 km,6.5,震度５強
2012/05/20,16:20:33.7,三陸沖,39°32.2′N,143°37.2′E,7 km,6.5,震度３
2011/08/19,14:36:31.6,福島県沖,37°38.9′N,141°47.8′E,51 km,6.5,震度５弱
2011/07/31,03:53:50.6,福島県沖,36°54.1′N,141°13.2′E,57 km,6.5,震度５強
2011/03/28,07:23:57.0,宮城県沖,38°23.0′N,142°20.7′E,32 km,6.5,震度５弱
2011/03/22,18:44:25.4,三陸沖,39°55.1′N,143°39.6′E,0 km,6.5,震度４
2011/03/14,15:12:33.9,宮城県沖,37°48.2′N,142°35.2′E,7 km,6.5,震度４
2011/03/11,17:15:43.1,福島県沖,37°15.8′N,144°15.6′E,32 km,6.5,震度２
2011/03/11,16:17:42.7,福島県沖,37°08.5′N,142°35.4′E,20 km,6.5,震度４
2011/03/11,15:07:16.1,茨城県沖,36°18.1′N,142°13.5′E,20 km,6.5,震度４
2011/03/11,15:06:10.7,岩手県沖,39°02.6′N,142°23.8′E,29 km,6.5,震度５弱
2010/06/18,11:23:00.8,択捉島南東沖,44°35.8′N,149°11.7′E,30 km,6.5,震度３
2010/02/07,15:10:00.2,石垣島近海,23°19.2′N,123°41.6′E,54 km,6.5,震度３
2009/08/11,05:07:05.7,駿河湾,34°47.1′N,138°29.9′E,23 km,6.5,震度６弱
2009/08/05,09:17:58.0,宮古島近海,24°10.5′N,125°15.8′E,22 km,6.5,震度４
2009/07/14,03:05:03.2,台湾付近,24°01.3′N,122°13.0′E,34 km,6.5,震度３
2009/04/19,04:17:55.5,千島列島,45°59.4′N,152°04.4′E,30 km,6.5,震度３
2008/11/24,18:02:58.7,オホーツク海,54°12.1′N,154°19.3′E,492 km,6.5,震度１
2005/10/16,00:51:07.2,石垣島北西沖,25°21.1′N,123°24.2′E,175 km,6.5,震度３
2005/02/10,03:46:08.2,小笠原諸島東方沖,26°32.7′N,144°13.3′E,0 km,6.5,震度２
2004/10/23,18:34:05.6,新潟県中越地方,37°18.3′N,138°55.8′E,14 km,6.5,震度６強
2004/09/08,23:58:23.1,三重県南東沖,33°07.0′N,137°17.2′E,36 km,6.5,震度３
2004/09/07,08:29:36.2,三重県南東沖,33°12.5′N,137°17.5′E,41 km,6.5,震度４
2003/11/12,17:26:42.6,三重県南東沖,33°09.8′N,137°02.0′E,395 km,6.5,震度４
2003/09/29,11:36:55.0,釧路沖,42°21.5′N,144°33.1′E,43 km,6.5,震度４
2000/07/30,21:25:46.6,三宅島近海,33°58.2′N,139°24.6′E,17 km,6.5,震度６弱
2000/07/01,16:01:56.3,新島・神津島近海,34°11.4′N,139°11.6′E,16 km,6.5,震度６弱
1998/11/20,00:39:18.8,石垣島南方沖,22°51.1′N,125°45.1′E,0 km,6.5,震度２
1998/01/01,15:11:24.1,硫黄島近海,24°13.1′N,142°47.9′E,169 km,6.5,震度２
1995/12/30,21:11:04.8,三陸沖,40°42.0′N,143°45.1′E,0 km,6.5,震度２
1995/10/19,09:32:03.5,奄美大島近海,28°07.8′N,130°22.2′E,41 km,6.5,震度４
1994/12/29,07:37:48.8,三陸沖,40°19.1′N,143°48.7′E,8 km,6.5,震度２
1994/12/29,05:52:26.3,岩手県沖,40°07.0′N,143°01.2′E,0 km,6.5,震度３
1994/04/08,10:10:41.2,三陸沖,40°34.3′N,143°57.2′E,3 km,6.5,震度２
1990/04/06,06:12:38.7,マリアナ諸島,15°13.6′N,147°31.7′E,32 km,6.5,震度１
1990/02/20,15:53:39.8,伊豆大島近海,34°45.8′N,139°13.8′E,6 km,6.5,震度４
1989/10/29,14:25:37.8,三陸沖,39°31.3′N,143°44.4′E,0 km,6.5,震度３
1989/04/27,11:20:03.6,鳥島近海,30°37.5′N,141°09.8′E,86 km,6.5,震度２
1987/04/23,05:13:23.4,福島県沖,37°05.5′N,141°37.4′E,47 km,6.5,震度５
1981/09/03,14:35:46.9,北海道東方沖,43°28.0′N,146°49.0′E,30 km,6.5,震度４
1980/04/22,14:34:15.5,東海道南方沖,32°09.0′N,137°55.0′E,400 km,6.5,震度４
1979/02/20,15:32:33.4,三陸沖,40°13.0′N,143°52.0′E,0 km,6.5,震度３
1978/03/22,09:50:26.8,択捉島南東沖,44°00.0′N,149°49.0′E,50 km,6.5,震度１
1976/01/21,19:05:13.9,択捉島南東沖,44°26.1′N,149°48.4′E,0 km,6.5,震度２
1975/06/14,03:08:10.6,北海道東方沖,43°00.4′N,147°43.8′E,0 km,6.5,震度２
1975/03/23,16:32:37.5,石垣島南方沖,22°46.7′N,122°30.9′E,1 km,6.5,震度３
1974/02/22,09:36:51.8,三重県南東沖,33°07.7′N,137°04.2′E,422 km,6.5,震度３
1973/06/27,07:31:58.6,根室半島南東沖,42°59.7′N,146°42.3′E,44 km,6.5,震度３
1970/08/31,02:46:10.5,オホーツク海,52°20.9′N,151°36.9′E,649 km,6.5,震度１
1969/04/21,16:19:26.4,日向灘,32°06.1′N,132°09.2′E,20 km,6.5,震度４
1969/04/01,04:25:22.6,日本海中部,38°31.4′N,134°29.1′E,461 km,6.5,震度３
1967/11/04,23:30:36.0,釧路地方北部,43°31.8′N,144°19.6′E,12 km,6.5,震度４
1964/05/08,05:12:43.1,青森県西方沖,40°32.3′N,138°43.1′E,17 km,6.5,震度３
1962/04/30,11:26:24.0,宮城県北部,38°44.4′N,141°08.3′E,19 km,6.5,震度４
1961/01/17,00:41:10.7,茨城県沖,36°13.1′N,141°50.3′E,60 km,6.5,震度４
1961/01/16,21:12:26.2,茨城県沖,36°12.2′N,141°51.1′E,45 km,6.5,震度４
2023/05/01,12:22:10.0,沖縄本島近海,26°02.9′N,128°44.1′E,18 km,6.4,震度２
2022/11/14,17:08:25.4,三重県南東沖,33°50.4′N,137°25.4′E,362 km,6.4,震度４
2021/11/29,21:40:47.0,鳥島近海,31°17.5′N,142°22.6′E,90 km,6.4,震度２
2020/09/15,12:41:27.0,カムチャツカ半島付近,55°57.4′N,158°29.6′E,330 km,6.4,震度２
2019/08/08,06:28:03.4,台湾付近,24°22.4′N,121°52.1′E,38 km,6.4,震度２
2019/08/04,19:23:03.5,福島県沖,37°42.4′N,141°37.9′E,45 km,6.4,震度５弱
2018/10/13,20:10:22.4,サハリン近海,52°51.2′N,153°14.5′E,461 km,6.4,震度２
2017/05/09,10:54:15.2,宮古島近海,24°22.6′N,126°19.5′E,79 km,6.4,震度３
2016/08/20,18:01:23.6,三陸沖,40°22.0′N,143°46.7′E,11 km,6.4,震度３
2016/08/05,01:24:34.7,硫黄島近海,25°07.5′N,141°54.1′E,534 km,6.4,震度２
2016/05/12,13:29:56.6,台湾付近,24°41.8′N,121°59.8′E,31 km,6.4,震度３
2016/04/15,00:03:46.4,熊本県熊本地方,32°42.0′N,130°46.6′E,7 km,6.4,震度６強
2015/04/20,20:59:58.6,与那国島近海,23°56.0′N,122°29.1′E,21 km,6.4,震度２
2015/02/21,19:13:51.8,三陸沖,39°53.6′N,143°36.6′E,11 km,6.4,震度２
2014/07/21,03:32:47.7,択捉島南東沖,44°36.1′N,148°50.8′E,30 km,6.4,震度３
2014/06/29,14:56:32.5,硫黄島近海,24°31.0′N,142°26.8′E,139 km,6.4,震度３
2014/03/03,05:11:22.9,沖縄本島北西沖,27°22.9′N,127°23.7′E,116 km,6.4,震度４
2013/12/09,02:24:51.8,択捉島南東沖,44°33.3′N,149°22.9′E,30 km,6.4,震度２
2013/04/21,12:22:14.3,鳥島近海,29°54.1′N,139°24.4′E,447 km,6.4,震度２
2011/07/23,13:34:23.8,宮城県沖,38°52.4′N,142°05.4′E,47 km,6.4,震度５強
2011/04/12,14:07:42.2,福島県中通り,37°03.1′N,140°38.6′E,15 km,6.4,震度６弱
2011/04/12,08:08:15.8,千葉県東方沖,35°28.9′N,140°52.0′E,26 km,6.4,震度５弱
2011/03/22,18:19:05.2,福島県沖,37°18.9′N,141°54.6′E,43 km,6.4,震度４
2011/03/15,22:31:46.3,静岡県東部,35°18.5′N,138°42.8′E,14 km,6.4,震度６強
2011/03/12,05:11:21.3,三陸沖,38°58.3′N,142°45.3′E,6 km,6.4,震度３
2011/03/12,04:46:46.1,秋田県沖,40°23.6′N,139°05.3′E,4 km,6.4,震度４
2011/03/11,15:33:15.7,福島県沖,37°29.5′N,143°31.8′E,40 km,6.4,震度３
2011/03/10,03:16:14.1,三陸沖,38°16.2′N,142°52.7′E,29 km,6.4,震度３
2010/10/04,22:28:38.9,宮古島近海,24°13.0′N,125°20.1′E,53 km,6.4,震度４
2010/07/05,06:55:52.3,岩手県沖,39°39.4′N,142°39.1′E,34 km,6.4,震度４
2010/05/26,17:53:07.1,南大東島近海,25°44.5′N,129°59.3′E,48 km,6.4,震度４
2009/06/05,12:30:33.8,十勝沖,41°48.7′N,143°37.2′E,31 km,6.4,震度４
2008/05/08,01:02:00.3,茨城県沖,36°13.8′N,141°56.9′E,60 km,6.4,震度３
2007/08/02,11:37:33.6,サハリン西方沖,47°13.3′N,141°43.4′E,0 km,6.4,震度２
2006/12/08,04:10:23.1,千島列島東方,46°28.8′N,154°06.9′E,30 km,6.4,震度１
2005/10/15,19:06:15.5,千島列島東方,46°49.3′N,154°17.3′E,30 km,6.4,震度１
2005/01/18,23:09:06.6,釧路沖,42°52.5′N,145°00.4′E,50 km,6.4,震度５強
2004/11/09,00:54:59.2,与那国島近海,23°58.9′N,122°25.2′E,34 km,6.4,震度２
2003/11/12,03:48:27.7,硫黄島近海,22°40.1′N,143°41.5′E,152 km,6.4,震度１
2003/10/08,18:06:56.7,釧路沖,42°33.9′N,144°40.1′E,51 km,6.4,震度４
2003/07/26,07:13:31.5,宮城県中部,38°24.3′N,141°10.2′E,12 km,6.4,震度６強
2001/12/02,22:01:55.2,岩手県内陸南部,39°23.9′N,141°15.7′E,122 km,6.4,震度５弱
2001/08/18,07:25:47.9,沖縄本島近海,25°45.4′N,126°18.4′E,18 km,6.4,震度３
2001/08/14,05:11:24.9,青森県東方沖,40°59.7′N,142°26.1′E,38 km,6.4,震度４
2001/06/14,11:35:25.2,台湾付近,24°43.9′N,121°52.2′E,33 km,6.4,震度１
2000/07/21,03:39:18.6,茨城県沖,36°31.7′N,141°07.1′E,49 km,6.4,震度５弱
2000/06/11,03:23:27.2,台湾付近,23°39.6′N,121°10.9′E,3 km,6.4,震度１
1998/05/31,03:18:09.0,三陸沖,39°01.7′N,143°50.8′E,11 km,6.4,震度２
1998/02/07,10:19:01.6,硫黄島近海,24°53.7′N,142°05.3′E,552 km,6.4,震度２
1997/05/13,14:38:27.5,鹿児島県薩摩地方,31°56.9′N,130°18.1′E,9 km,6.4,震度６弱
1996/12/22,23:53:29.2,北海道南西沖,43°06.7′N,139°06.6′E,254 km,6.4,震度２
1996/10/18,19:50:24.5,種子島近海,30°34.5′N,131°11.8′E,38 km,6.4,震度４
1996/09/11,11:37:14.3,千葉県東方沖,35°38.3′N,141°13.0′E,52 km,6.4,震度５
1995/12/01,08:37:32.1,千島列島,44°45.1′N,150°10.9′E,51 km,6.4,震度１
1995/02/23,14:19:02.8,台湾付近,24°07.7′N,121°44.4′E,63 km,6.4,震度１
1995/01/01,15:59:55.7,三陸沖,40°36.3′N,143°50.4′E,0 km,6.4,震度２
1994/08/18,13:42:52.4,千島列島,45°05.0′N,150°52.5′E,41 km,6.4,震度１
1993/07/22,21:15:32.1,硫黄島近海,22°01.4′N,145°19.5′E,88 km,6.4,震度１
1992/07/18,19:20:10.9,三陸沖,39°25.2′N,143°22.4′E,0 km,6.4,震度３
1992/07/10,18:31:27.9,択捉島南東沖,44°36.1′N,150°00.1′E,55 km,6.4,震度２
1991/12/19,10:33:39.4,千島列島,45°15.3′N,151°37.1′E,30 km,6.4,震度１
1988/09/07,20:53:24.2,本州南方沖,30°16.4′N,137°46.9′E,514 km,6.4,震度２
1987/12/12,13:51:50.3,鳥島近海,29°40.4′N,140°39.8′E,198 km,6.4,震度２
1987/02/06,21:23:44.6,福島県沖,36°56.4′N,141°55.9′E,30 km,6.4,震度４
1986/06/24,11:53:09.7,千葉県南東沖,34°49.6′N,140°43.0′E,73 km,6.4,震度４
1985/08/12,12:49:16.6,福島県沖,37°42.3′N,141°53.5′E,52 km,6.4,震度４
1985/04/04,05:21:36.2,小笠原諸島西方沖,28°15.8′N,139°53.6′E,458 km,6.4,震度２
1985/03/29,01:07:08.0,秋田県内陸北部,40°17.9′N,140°35.0′E,164 km,6.4,震度４
1984/02/01,16:28:27.2,オホーツク海南部,48°46.0′N,147°51.9′E,532 km,6.4,震度２
1983/09/22,04:20:44.5,台湾付近,23°40.7′N,122°20.5′E,48 km,6.4,震度１
1983/04/30,23:03:48.4,十勝沖,41°29.1′N,144°02.1′E,76 km,6.4,震度３
1982/12/28,15:37:42.0,三宅島近海,33°52.0′N,139°27.0′E,20 km,6.4,震度４
1982/02/21,04:18:23.7,八丈島東方沖,33°43.0′N,141°14.0′E,40 km,6.4,震度３
1981/05/09,08:34:47.6,北海道南西沖,42°38.0′N,139°17.0′E,240 km,6.4,震度３
1979/08/17,06:31:23.9,ウラジオストク付近,42°03.0′N,130°54.0′E,600 km,6.4,震度１
1979/05/19,05:18:04.4,硫黄島近海,24°10.0′N,142°22.0′E,580 km,6.4,震度１
1978/09/02,10:57:36.2,台湾付近,24°43.0′N,121°58.0′E,80 km,6.4,震度２
1978/05/23,16:50:28.4,種子島近海,30°59.0′N,130°22.0′E,160 km,6.4,震度４
1975/05/24,01:01:50.7,石垣島南方沖,22°37.1′N,122°37.0′E,35 km,6.4,震度２
1975/04/21,02:35:50.2,大分県西部,33°10.2′N,131°18.9′E,0 km,6.4,震度４
1974/10/10,15:56:45.3,青森県東方沖,40°53.8′N,143°21.0′E,7 km,6.4,震度３
1974/10/09,16:32:04.9,択捉島南東沖,44°29.3′N,149°45.8′E,28 km,6.4,震度２
1972/03/20,00:57:50.6,青森県東方沖,40°50.2′N,141°59.8′E,65 km,6.4,震度４
1969/12/18,22:32:04.7,サハリン南部付近,46°06.5′N,142°44.7′E,351 km,6.4,震度３
1968/07/12,09:44:36.1,三陸沖,39°35.1′N,143°18.5′E,34 km,6.4,震度３
1968/07/05,20:28:12.4,宮城県沖,38°28.2′N,142°08.6′E,55 km,6.4,震度４
1968/06/17,20:52:55.4,青森県東方沖,40°53.8′N,143°19.9′E,0 km,6.4,震度３
1968/04/01,16:13:18.6,日向灘,32°20.0′N,132°18.5′E,11 km,6.4,震度４
1968/02/28,21:08:00.4,東海道南方沖,32°58.4′N,137°57.3′E,366 km,6.4,震度３
1967/08/14,05:06:50.9,京都府南部,35°20.1′N,135°31.1′E,385 km,6.4,震度３
1967/01/17,20:59:31.5,宮城県沖,38°14.6′N,142°08.8′E,36 km,6.4,震度４
1965/06/11,12:33:39.7,択捉島南東沖,44°24.5′N,149°12.7′E,0 km,6.4,震度２
1965/03/29,19:47:38.4,青森県東方沖,40°39.1′N,142°55.9′E,34 km,6.4,震度３
1965/03/17,01:46:14.5,青森県東方沖,40°45.4′N,143°08.3′E,56 km,6.4,震度４
1962/10/06,14:39:07.2,沖縄本島近海,26°57.5′N,129°13.2′E,不明,6.4,震度４
1962/05/08,02:39:38.4,択捉島付近,45°34.4′N,148°18.9′E,79 km,6.4,震度１
1962/04/26,00:47:26.4,宮城県沖,38°11.8′N,142°43.9′E,30 km,6.4,震度３
1962/01/04,13:35:41.3,和歌山県南方沖,33°39.0′N,135°18.0′E,45 km,6.4,震度４
1961/02/23,13:16:17.7,三陸沖,38°16.2′N,143°15.1′E,53 km,6.4,震度２
1961/02/13,06:53:45.9,北海道東方沖,43°13.6′N,147°25.1′E,0 km,6.4,震度３
1961/01/16,20:19:37.2,茨城県沖,36°02.9′N,141°39.7′E,28 km,6.4,震度３
2022/01/03,18:46:36.4,台湾付近,23°56.6′N,122°13.0′E,27 km,6.3,震度２
2021/10/24,14:11:33.4,台湾付近,24°28.6′N,121°43.6′E,73 km,6.3,震度２
2021/08/05,06:50:46.2,台湾付近,24°44.0′N,122°20.8′E,55 km,6.3,震度３
2021/05/14,08:58:14.2,福島県沖,37°41.9′N,141°45.7′E,46 km,6.3,震度４
2020/12/10,22:19:57.7,台湾付近,24°42.1′N,121°58.1′E,86 km,6.3,震度２
2020/06/14,00:51:23.0,奄美大島北西沖,28°45.8′N,128°21.3′E,165 km,6.3,震度４
2019/05/10,08:48:41.6,日向灘,31°48.0′N,131°58.4′E,25 km,6.3,震度５弱
2018/11/05,04:26:01.6,国後島付近,44°36.5′N,145°48.3′E,20 km,6.3,震度４
2018/10/24,01:04:04.1,与那国島近海,23°58.1′N,122°36.1′E,28 km,6.3,震度３
2018/01/24,19:51:19.5,青森県東方沖,41°00.5′N,142°26.8′E,34 km,6.3,震度４
2017/10/06,16:59:32.8,福島県沖,37°26.1′N,143°56.9′E,57 km,6.3,震度２
2017/09/21,01:37:18.5,三陸沖,38°02.1′N,144°29.3′E,53 km,6.3,震度２
2017/07/13,04:48:04.8,日本海西部,40°51.8′N,131°55.3′E,603 km,6.3,震度１
2016/12/28,21:38:49.0,茨城県北部,36°43.2′N,140°34.4′E,11 km,6.3,震度６弱
2015/11/20,14:31:47.6,父島近海,26°23.0′N,143°06.3′E,0 km,6.3,震度２
2015/07/07,14:10:26.7,北海道東方沖,43°40.5′N,147°50.3′E,1 km,6.3,震度３
2013/06/02,14:43:02.7,台湾付近,23°53.0′N,120°59.0′E,0 km,6.3,震度１
2013/04/13,05:33:17.7,淡路島付近,34°25.1′N,134°49.7′E,15 km,6.3,震度６弱
2013/04/05,22:00:02.8,ウラジオストク付近,42°33.6′N,131°43.2′E,593 km,6.3,震度１
2013/02/25,16:23:53.5,栃木県北部,36°52.4′N,139°24.7′E,3 km,6.3,震度５強
2012/10/02,07:21:42.6,三陸沖,39°49.9′N,143°31.2′E,22 km,6.3,震度３
2012/06/06,04:31:33.3,千葉県東方沖,34°59.5′N,141°22.2′E,37 km,6.3,震度３
2011/10/21,17:02:36.9,上川地方中部,43°47.6′N,142°39.1′E,196 km,6.3,震度３
2011/09/15,17:00:08.6,茨城県沖,36°15.3′N,141°29.0′E,51 km,6.3,震度４
2011/07/25,03:51:25.3,福島県沖,37°42.5′N,141°37.6′E,46 km,6.3,震度５弱
2011/04/14,04:57:18.5,三陸沖,39°38.8′N,143°48.5′E,0 km,6.3,震度３
2011/03/30,14:29:52.6,関東東方沖,36°07.4′N,142°28.2′E,80 km,6.3,震度１
2011/03/25,20:36:24.2,宮城県沖,38°43.7′N,142°06.4′E,45 km,6.3,震度４
2011/03/16,00:23:52.3,三陸沖,40°22.2′N,143°28.4′E,18 km,6.3,震度３
2011/03/15,18:49:51.5,福島県沖,37°23.3′N,142°19.9′E,7 km,6.3,震度３
2011/03/12,04:02:57.0,三陸沖,39°21.2′N,142°56.2′E,9 km,6.3,震度４
2011/03/10,03:44:35.7,三陸沖,38°28.7′N,143°25.9′E,36 km,6.3,震度３
2011/01/13,06:32:54.5,小笠原諸島西方沖,27°04.5′N,140°10.4′E,516 km,6.3,震度２
2010/08/10,14:50:34.6,三陸沖,39°20.9′N,143°29.6′E,30 km,6.3,震度４
2009/10/04,02:36:06.1,台湾付近,23°36.6′N,121°35.6′E,74 km,6.3,震度２
2008/05/08,01:16:34.0,茨城県沖,36°16.4′N,141°58.7′E,18 km,6.3,震度２
2007/09/04,01:14:57.3,千島列島,45°01.1′N,150°07.4′E,126 km,6.3,震度２
2007/08/07,09:02:20.4,沖縄本島北西沖,27°20.8′N,126°40.0′E,5 km,6.3,震度３
2007/04/20,09:26:39.9,宮古島北西沖,25°44.3′N,125°04.2′E,22 km,6.3,震度３
2005/10/19,20:44:42.6,茨城県沖,36°22.9′N,141°02.5′E,48 km,6.3,震度５弱
2005/08/31,03:10:40.2,三陸沖,38°24.6′N,143°28.8′E,22 km,6.3,震度３
2005/08/24,19:15:29.6,三陸沖,38°26.6′N,143°05.1′E,14 km,6.3,震度３
2004/11/11,19:02:46.1,十勝沖,42°04.8′N,144°29.1′E,39 km,6.3,震度４
2004/10/23,18:03:12.6,新潟県中越地方,37°21.2′N,138°59.0′E,9 km,6.3,震度５強
2004/07/08,19:30:50.2,千島列島,46°06.0′N,151°55.9′E,168 km,6.3,震度１
2003/06/10,17:40:33.0,台湾付近,23°34.6′N,121°41.2′E,92 km,6.3,震度２
2003/06/09,10:52:48.7,台湾付近,24°28.9′N,121°45.7′E,43 km,6.3,震度１
2002/11/03,12:37:43.6,宮城県沖,38°53.7′N,142°08.3′E,46 km,6.3,震度５弱
2002/09/15,17:39:31.7,ウラジオストク付近,44°48.3′N,130°35.6′E,644 km,6.3,震度１
2000/10/27,13:21:54.8,父島近海,26°36.6′N,141°26.4′E,413 km,6.3,震度２
2000/07/15,10:30:32.0,新島・神津島近海,34°25.4′N,139°14.5′E,10 km,6.3,震度６弱
1999/05/13,02:59:23.1,釧路地方中南部,42°58.0′N,143°52.2′E,106 km,6.3,震度４
1999/03/02,16:12:18.1,関東東方沖,35°40.7′N,142°07.8′E,53 km,6.3,震度１
1995/11/28,00:52:58.4,択捉島南東沖,44°06.3′N,149°29.4′E,3 km,6.3,震度１
1994/10/06,05:39:51.3,北海道東方沖,43°41.1′N,147°09.9′E,30 km,6.3,震度３
1994/10/04,22:42:51.6,北海道東方沖,43°36.2′N,147°14.1′E,27 km,6.3,震度３
1994/08/31,18:07:29.0,根室半島南東沖,43°29.6′N,146°03.8′E,84 km,6.3,震度５
1994/08/29,03:37:16.4,千島列島,44°58.8′N,150°51.2′E,50 km,6.3,震度１
1994/07/22,03:55:57.3,日本海中部,41°17.3′N,132°49.0′E,563 km,6.3,震度１
1993/08/08,04:42:43.6,北海道南西沖,41°57.5′N,139°52.9′E,24 km,6.3,震度５
1993/08/07,09:00:37.0,沖縄本島北西沖,26°28.9′N,125°46.5′E,160 km,6.3,震度２
1992/07/29,13:30:47.7,三陸沖,39°35.5′N,143°39.4′E,0 km,6.3,震度３
