id,time,latitude,longitude,depth,mag,magType,place
3144,2015-05-23T18:44:28.360Z,37.4294,-98.9535,5.0,4.0,mwr,"6 km NNW of Sun City, Kansas"
3145,2015-05-22T19:41:22.383Z,37.309,-114.6519,5.9,3.5,ml,"36 km SSW of Caliente, Nevada"
3146,2015-05-22T19:05:23.910Z,37.3138,-114.639,9.6,3.8,ml,"35 km SSW of Caliente, Nevada"
3147,2015-05-22T18:47:42.980Z,37.2925,-114.6546,4.0,5.3,ml,"37 km SSW of Caliente, Nevada"
3148,2015-05-22T10:57:29.700Z,36.6184,-98.4082,2.412,3.5,mwr,"6 km NE of Carmen, Oklahoma"
3149,2015-05-22T07:40:46.120Z,43.4784,-127.1432,10.0,4.1,mb,"225 km W of Bandon, Oregon"
3150,2015-05-22T02:53:00.780Z,38.4316667,-122.2503333,12.83,4.09,mw,"5 km WSW of Moskowite Corner, California"
3151,2015-05-21T03:15:29.690Z,33.1621667,-115.6425,5.74,4.1,mw,"13km WNW of Calipatria, CA"
3152,2015-05-19T18:36:01.620Z,36.6628333,-120.8701667,-0.12,3.82,mw,"38 km SSW of South Dos Palos, California"
3153,2015-05-18T02:52:50.200Z,35.8082,-97.4452,5.398,3.5,mwr,"8 km SSW of Guthrie, Oklahoma"
3154,2015-05-14T17:41:14.670Z,29.3928,-102.558,15.8,4.0,mb,"84 km S of Sanderson, Texas"
3155,2015-05-10T15:42:58.860Z,35.0286667,-119.0738333,1.27,3.82,ml,"16km NW of Grapevine, CA"
3156,2015-05-08T21:26:20.400Z,43.3381,-126.7187,10.0,4.4,mb,"189 km W of Bandon, Oregon"
3157,2015-05-08T14:10:03.100Z,36.6033,-97.8236,5.762,3.5,ml,"6 km N of Kremlin, Oklahoma"
3158,2015-05-07T22:58:05.200Z,32.4817,-97.1006,2.54,4.0,mwr,"5 km N of Venus, Texas"
3159,2015-05-07T08:42:35.250Z,48.3358333,-122.0843333,10.113,3.58,ml,"4 km WNW of Lake Cavanaugh, Washington"
3160,2015-05-06T14:32:04.070Z,37.9661667,-122.0433333,12.12,3.51,mw,"1 km SW of Concord, California"
3161,2015-05-06T14:10:07.200Z,36.8752,-98.1615,3.276,3.5,ml,"12 km ESE of Byron, Oklahoma"
3162,2015-05-06T07:39:46.970Z,33.8128333,-116.9795,14.86,3.72,ml,"4km NNW of San Jacinto, CA"
3163,2015-05-04T19:17:05.490Z,40.3919,-126.9552,10.0,4.2,mb,"229 km W of Ferndale, California"
3164,2015-05-04T11:56:42.373Z,39.0869,-115.6756,0.0,3.7,ml,"53 km SSE of Eureka, Nevada"
3165,2015-05-04T01:30:06.500Z,36.7264,-97.9166,4.12,3.5,ml,"11 km W of Jefferson, Oklahoma"
3166,2015-05-03T22:13:19.500Z,37.9665,-122.0436667,13.14,3.64,mw,"1 km SW of Concord, California"
3168,2015-05-03T14:56:15.280Z,38.4438,-118.7299,4.8,3.5,ml,"12 km SW of Hawthorne, Nevada"
3169,2015-05-03T11:07:18.080Z,33.9936667,-118.3613333,11.11,3.8,ml,"1km W of View Park-Windsor Hills, CA"
3170,2015-05-02T16:23:07.580Z,42.2357,-85.4285,4.48,4.2,mwr,"5 km S of Galesburg, Michigan"
3171,2015-05-01T07:32:54.900Z,36.5224,-98.991,4.2,3.8,mwr,"8 km NNE of Quinlan, Oklahoma"
3172,2015-04-29T16:42:26.600Z,36.2841,-97.5182,5.661,3.8,mwr,"5 km W of Lucien, Oklahoma"
3173,2015-04-28T22:18:54.480Z,37.0208,-97.896,7.74,3.6,mwr,"6 km SSW of Bluff City, Kansas"
3174,2015-04-27T22:22:17.900Z,35.918,-97.3256,5.279,4.1,mwr,"7 km WSW of Langston, Oklahoma"
3175,2015-04-24T12:32:57.900Z,35.585,-97.3725,6.588,3.6,ml,"6 km N of Spencer, Oklahoma"
3176,2015-04-24T05:43:37.040Z,48.2186,-116.4109,16.57,3.9,mwr,"8 km WSW of Hope, Idaho"
3177,2015-04-24T02:32:20.280Z,48.1367,-116.3641,9.35,3.7,mwr,"12 km SSW of East Hope, Idaho"
3178,2015-04-24T01:34:55.550Z,40.4556,-127.1509,10.0,5.4,mww,"245 km W of Ferndale, California"
3179,2015-04-23T06:20:40.500Z,36.624,-97.6568,5.85,3.7,mwr,"6 km N of Hunter, Oklahoma"
3180,2015-04-20T04:30:52.420Z,31.1641667,-115.736,5.925,3.55,ml,"100km SE of Maneadero, B.C., MX"
3181,2015-04-19T06:28:14.400Z,35.9188,-97.3241,5.631,3.5,mwr,"6 km WSW of Langston, Oklahoma"
3182,2015-04-19T05:27:14.800Z,35.953,-97.3318,3.16,4.2,mwr,"6 km W of Langston, Oklahoma"
3183,2015-04-17T09:08:05.800Z,35.9226,-97.3308,3.089,3.8,mwr,"7 km WSW of Langston, Oklahoma"
3184,2015-04-17T08:37:11.200Z,35.9211,-97.33,4.359,3.6,mwr,"7 km WSW of Langston, Oklahoma"
3185,2015-04-16T15:49:45.820Z,36.5274,-98.9408,8.8,3.5,ml,"8 km SW of Waynoka, Oklahoma"
3186,2015-04-13T14:10:06.100Z,36.5068,-99.0534,9.177,3.5,ml,"5 km N of Quinlan, Oklahoma"
3187,2015-04-12T22:55:56.100Z,35.949,-96.775,4.45,3.5,ml,"4 km S of Cushing, Oklahoma"
3188,2015-04-12T22:45:04.330Z,43.3684,-126.4698,10.0,4.0,mb,"169 km W of Bandon, Oregon"
3189,2015-04-11T06:45:49.200Z,48.405,-114.24,12.6,3.5,mc,"5 km NW of Columbia Falls, Montana"
3190,2015-04-11T05:44:48.740Z,43.3904,-127.0443,10.0,4.2,mwr,"216 km W of Bandon, Oregon"
3191,2015-04-10T18:59:38.760Z,40.418,-126.1568,19.88,4.7,mwr,"161 km W of Ferndale, California"
3193,2015-04-08T20:52:00.500Z,35.8192,-97.4191,2.487,4.0,mwr,"6 km S of Guthrie, Oklahoma"
3194,2015-04-08T19:30:28.070Z,32.4111667,-115.2448333,5.951,4.03,ml,"8km NW of Delta, B.C., MX"
3195,2015-04-08T19:23:15.390Z,32.376,-115.2085,7.281,4.27,mw,"3km NNW of Delta, B.C., MX"
3196,2015-04-07T17:25:12.000Z,36.3306,-97.525,6.866,3.5,mwr,"6 km ENE of Covington, Oklahoma"
3197,2015-04-07T14:54:43.870Z,43.166,-126.3541,10.0,4.5,mb,"157 km W of Langlois, Oregon"
3198,2015-04-06T17:58:07.000Z,31.2277,-115.88,5.0,3.6,ml,"36 km ESE of San Vicente, Mexico"
3199,2015-04-06T15:30:23.600Z,36.6338,-97.6574,5.226,3.9,mwr,"7 km N of Hunter, Oklahoma"
3201,2015-04-04T13:21:17.000Z,36.1176,-97.5717,5.047,4.1,mwr,"6 km SE of Marshall, Oklahoma"
3202,2015-04-04T00:49:59.200Z,36.1163,-97.5638,5.268,3.7,mwr,"6 km SE of Marshall, Oklahoma"
3203,2015-04-02T07:06:03.870Z,37.792,-121.9868333,9.89,3.61,mw,"1 km NNW of San Ramon, California"
3204,2015-04-02T03:51:43.370Z,36.0505,-89.826,10.38,3.6,mw,"1 km WNW of Cooter, Missouri"
3205,2015-04-02T02:10:47.900Z,36.7753,-98.0307,5.301,3.5,ml,"11 km ENE of Nescatunga, Oklahoma"
3206,2015-03-30T09:21:56.690Z,34.7911667,-116.2611667,2.912,4.04,ml,"12km NW of Ludlow, CA"
3207,2015-03-27T15:36:57.470Z,33.9298333,-116.032,1.214,3.67,ml,"24km S of Twentynine Palms, CA"
3208,2015-03-27T13:30:14.330Z,36.2271667,-120.3528333,10.44,4.11,mw,"9 km N of Coalinga, California"
3209,2015-03-25T19:22:44.560Z,49.4154,-128.1719,13.08,5.1,mww,"147 km WSW of Vernon, Canada"
3210,2015-03-25T03:15:16.800Z,36.2715,-97.3781,5.567,3.5,ml,"6 km E of Lucien, Oklahoma"
3211,2015-03-24T20:25:04.900Z,36.3309,-97.5195,6.795,3.5,mb_lg,"6 km ENE of Covington, Oklahoma"
3212,2015-03-24T19:48:28.900Z,36.7776,-98.0301,6.513,4.0,ml,"11 km ENE of Nescatunga, Oklahoma"
3213,2015-03-24T15:31:51.490Z,37.105,-97.6504,5.89,3.7,mwr,"8 km NNW of Caldwell, Kansas"
3214,2015-03-24T09:39:13.700Z,36.5175,-98.9563,0.416,3.5,ml,"9 km SW of Waynoka, Oklahoma"
3215,2015-03-24T04:46:19.410Z,35.2673333,-118.58,9.957,3.56,ml,"19km NW of Tehachapi, CA"
3216,2015-03-24T00:27:27.900Z,36.3561,-97.1119,0.835,3.7,mwr,"11 km NW of Morrison, Oklahoma"
3217,2015-03-23T23:29:54.500Z,36.6336,-97.6539,2.588,3.9,mwr,"7 km N of Hunter, Oklahoma"
3218,2015-03-23T20:16:15.300Z,36.1222,-97.5663,4.214,3.6,mwr,"6 km ESE of Marshall, Oklahoma"
3219,2015-03-23T17:17:30.600Z,35.7913,-96.9873,5.275,3.6,mwr,"2 km SE of Carney, Oklahoma"
3220,2015-03-23T07:24:26.700Z,36.782,-98.0303,6.601,3.6,ml,"11 km ENE of Nescatunga, Oklahoma"
3221,2015-03-21T10:08:51.600Z,36.3506,-97.0884,5.0,3.6,mwr,"9 km NW of Morrison, Oklahoma"
3222,2015-03-20T05:19:18.920Z,36.8932,-104.7459,5.0,3.8,ml,"25 km S of Sequndo, Colorado"
3224,2015-03-17T23:45:32.500Z,36.5995,-97.6222,2.381,3.9,mwr,"5 km NE of Hunter, Oklahoma"
3225,2015-03-17T05:36:47.730Z,40.1705,-121.0621667,5.102,3.79,mw,"0 km E of Canyondam, California"
3226,2015-03-16T05:48:27.110Z,37.2107,-97.8802,8.63,3.5,mb_lg,"2 km WNW of Freeport, Kansas"
3227,2015-03-14T20:17:30.590Z,36.9028,-104.7774,1.64,3.6,ml,"24 km SSW of Sequndo, Colorado"
3228,2015-03-13T23:42:13.200Z,43.7637,-128.1371,10.0,4.1,mb,off the coast of Oregon
3229,2015-03-12T20:34:02.100Z,36.6284,-97.6667,5.274,3.9,mwr,Oklahoma
3230,2015-03-10T07:06:34.830Z,40.3293333,-124.6571667,13.631,3.79,mw,"43 km SW of Ferndale, California"
3231,2015-03-09T03:24:40.400Z,35.815,-97.4481,4.525,3.7,mwr,"7 km SSW of Guthrie, Oklahoma"
3233,2015-03-07T21:11:47.200Z,36.5974,-97.6328,5.878,3.7,mwr,"4 km NE of Hunter, Oklahoma"
3234,2015-03-07T08:59:34.950Z,37.0719,-104.9376,1.17,3.5,ml,"10 km SW of Weston, Colorado"
3238,2015-03-03T15:56:01.250Z,37.1983,-97.9048,9.91,3.8,mb_lg,"4 km W of Freeport, Kansas"
3239,2015-03-01T02:47:20.810Z,37.091,-97.847,7.27,3.5,mb_lg,"2 km ENE of Bluff City, Kansas"
3240,2015-02-28T10:41:36.738Z,38.9075,-115.3789,0.0,3.9,ml,"27 km W of Preston, Nevada"
3241,2015-02-26T19:17:48.408Z,41.9131,-119.5679,7.5,3.5,ml,"48 km E of Fort Bidwell, California"
3242,2015-02-26T16:13:31.700Z,41.792,-126.7413,13.4,4.0,mb,"201 km WSW of Pistol River, Oregon"
3243,2015-02-26T01:18:37.470Z,33.9376667,-116.0285,3.176,3.67,ml,"23km S of Twentynine Palms, CA"
3245,2015-02-22T08:20:34.750Z,37.0503,-104.9507,5.0,3.6,ml,"12 km SW of Weston, Colorado"
3246,2015-02-22T07:31:48.140Z,37.1555,-104.9824,5.0,3.6,ml,"5 km E of Stonewall Gap, Colorado"
3247,2015-02-18T09:04:11.550Z,47.2491667,-120.7526667,3.559,4.2,ml,"15 km ENE of Cle Elum, Washington"
3249,2015-02-17T17:13:19.100Z,36.5323,-98.2136,4.514,3.6,ml,"5 km ESE of Helena, Oklahoma"
3250,2015-02-16T12:54:13.000Z,36.8131,-98.2783,3.512,3.5,ml,"9 km NE of Cherokee, Oklahoma"
3251,2015-02-16T09:50:26.200Z,35.8175,-97.449,5.274,3.5,mwr,"7 km SSW of Guthrie, Oklahoma"
3252,2015-02-16T06:27:26.857Z,41.855,-119.6445,8.0,3.6,ml,"42 km E of Fort Bidwell, California"
3254,2015-02-15T18:27:08.430Z,37.1866,-97.8997,5.0,3.6,mwr,"4 km WSW of Freeport, Kansas"
3255,2015-02-14T21:55:50.660Z,31.5253333,-115.6601667,9.623,3.54,ml,"88km ESE of Maneadero, B.C., MX"
3256,2015-02-14T17:23:04.900Z,36.5979,-97.6329,3.53,3.6,ml,"4 km NNE of Hunter, Oklahoma"
3257,2015-02-14T16:39:04.600Z,36.5983,-97.6289,5.0,3.8,ml,"4 km NE of Hunter, Oklahoma"
3258,2015-02-14T02:28:56.228Z,37.1418,-117.2618,17.0,4.8,ml,"51 km WNW of Beatty, Nevada"
3259,2015-02-12T17:45:09.700Z,36.8911,-97.8886,3.437,3.5,ml,"3 km ENE of Wakita, Oklahoma"
3260,2015-02-10T07:32:36.000Z,37.1923,-98.0212,5.0,3.6,mb_lg,"4 km NNE of Anthony, Kansas"
3261,2015-02-09T01:45:03.110Z,31.5236667,-115.6743333,12.503,4.89,mw,"87km ESE of Maneadero, B.C., MX"
3262,2015-02-08T19:00:46.000Z,44.3521,-114.0543,13.6,3.7,md,"22 km SE of Challis, Idaho"
3263,2015-02-08T04:40:31.400Z,32.2403,-107.2845,4.03,3.9,mwr,"36 km E of Pecan Park, New Mexico"
3264,2015-02-07T18:40:49.500Z,36.2611,-97.2763,5.405,3.9,mwr,"3 km SSE of Perry, Oklahoma"
3265,2015-02-05T15:08:40.800Z,36.8147,-98.2915,4.381,4.2,mwr,"8 km NE of Cherokee, Oklahoma"
3266,2015-02-03T12:37:27.810Z,36.8402,-98.3987,5.0,3.8,mb_lg,"6 km SSE of Burlington, Oklahoma"
3267,2015-02-03T12:37:17.400Z,36.81,-98.2847,6.324,3.5,ml,"8 km NE of Cherokee, Oklahoma"
3268,2015-02-02T22:09:36.850Z,36.264,-97.285,6.9,3.5,ml,"2 km S of Perry, Oklahoma"
3269,2015-02-02T03:01:33.230Z,30.6525,-114.0746667,7.061,3.9,ml,"193km SSE of Estacion Coahuila, B.C., MX"
3270,2015-02-01T18:06:04.000Z,36.9454,-97.6297,4.842,3.7,mwr,"3 km NE of Renfrow, Oklahoma"
3271,2015-01-30T14:24:22.100Z,36.8078,-98.3641,3.798,3.6,mwr,"5 km N of Cherokee, Oklahoma"
3272,2015-01-29T19:13:55.180Z,40.3113333,-124.5891667,17.699,4.25,mw,"40 km SW of Ferndale, California"
3273,2015-01-29T17:39:33.607Z,41.8948,-119.6309,9.4,3.6,ml,"43 km E of Fort Bidwell, California"
3274,2015-01-29T11:03:19.351Z,41.8797,-119.6241,9.4,4.2,ml,"43 km E of Fort Bidwell, California"
3275,2015-01-28T21:08:53.710Z,40.3178333,-124.6066667,16.881,5.72,mw,"40 km SW of Ferndale, California"
3277,2015-01-27T15:58:40.100Z,36.6288,-97.7124,5.0,4.0,mwr,"8 km NNW of Hunter, Oklahoma"
3278,2015-01-27T11:36:36.600Z,36.2589,-97.2787,5.0,3.5,mb_lg,"3 km SSE of Perry, Oklahoma"
3279,2015-01-27T11:31:09.800Z,36.2618,-97.2643,3.408,4.2,mwr,"3 km SE of Perry, Oklahoma"
3280,2015-01-26T19:30:44.700Z,36.8479,-97.7016,6.863,4.2,ml,"5 km NNE of Medford, Oklahoma"
3281,2015-01-26T04:50:56.500Z,44.3486,-114.0488,12.8,3.6,md,"22 km SE of Challis, Idaho"
3282,2015-01-25T09:36:32.200Z,36.9524,-97.6149,5.737,3.7,mwr,"4 km NE of Renfrow, Oklahoma"
3283,2015-01-24T02:23:24.400Z,36.367,-98.057,7.0,3.6,mb_lg,"3 km SE of Lahoma, Oklahoma"
3284,2015-01-23T13:47:51.860Z,45.711,-118.5503333,20.01,3.51,ml,"3 km N of Cayuse, Oregon"
3285,2015-01-23T04:00:41.470Z,37.0946,-97.6561,5.07,3.7,mb_lg,"8 km NNW of Caldwell, Kansas"
3286,2015-01-22T09:09:16.708Z,41.8833,-119.6332,11.7,4.5,ml,"43 km E of Fort Bidwell, California"
3287,2015-01-22T02:05:14.238Z,41.8996,-119.6444,11.5,3.9,ml,"42 km E of Fort Bidwell, California"
3288,2015-01-21T05:31:59.000Z,47.371,-70.217,14.5,3.7,mb_lg,"13 km W of La Pocatière, Canada"
3289,2015-01-20T15:27:03.300Z,36.9395,-97.6179,1.649,3.5,mwr,"3 km ENE of Renfrow, Oklahoma"
3290,2015-01-20T13:21:36.970Z,36.4333333,-120.971,9.39,4.43,mw,"27 km ENE of Greenfield, California"
3291,2015-01-19T18:56:08.000Z,31.4533,-114.398,8.0,4.2,md,"27 km SSE of Golfo de Santa Clara, Mexico"
3292,2015-01-19T10:19:20.200Z,36.8025,-98.1959,4.268,3.8,mwr,"6 km NW of Nescatunga, Oklahoma"
3293,2015-01-19T09:54:31.660Z,37.2146,-97.8723,5.0,3.5,mwr,"2 km NW of Freeport, Kansas"
3294,2015-01-19T01:01:03.300Z,36.8175,-97.709,4.946,3.8,ml,"2 km ENE of Medford, Oklahoma"
3295,2015-01-18T13:23:43.010Z,33.3383333,-116.3316667,12.289,3.68,ml,"10km NNE of Borrego Springs, CA"
3296,2015-01-16T13:05:28.720Z,49.4297,-66.7949,18.0,4.1,mb,"37 km NNW of Cap-Chat, Canada"
3297,2015-01-15T20:11:31.300Z,44.4375,-114.118,12.6,3.5,md,"11 km SE of Challis, Idaho"
3298,2015-01-15T18:47:20.800Z,36.9524,-97.6149,5.049,3.6,ml,"4 km NE of Renfrow, Oklahoma"
3299,2015-01-14T10:44:35.040Z,40.3195,-124.6121667,16.159,4.28,mw,"41 km SW of Ferndale, California"
3300,2015-01-13T09:59:46.400Z,36.8175,-97.7066,5.5,3.6,mb_lg,"2 km ENE of Medford, Oklahoma"
3301,2015-01-13T04:31:07.859Z,41.8694,-119.6372,7.6,3.6,ml,"42 km E of Fort Bidwell, California"
3302,2015-01-13T04:29:42.824Z,41.8791,-119.6235,9.4,3.8,ml,"43 km E of Fort Bidwell, California"
3303,2015-01-10T22:28:35.600Z,44.4513,-114.1256,13.0,3.6,ml,southern Idaho
3304,2015-01-10T01:30:43.100Z,44.4551,-114.1098,10.2,3.8,ml,"11 km ESE of Challis, Idaho"
3306,2015-01-09T16:39:48.700Z,36.2842,-96.9784,5.284,3.5,ml,"3 km ESE of Morrison, Oklahoma"
3307,2015-01-09T06:44:16.400Z,35.8143,-97.418,6.593,3.5,mwr,"7 km S of Guthrie, Oklahoma"
3309,2015-01-08T02:02:53.840Z,49.1709,-125.647,24.64,4.8,mww,"19 km E of Tofino, Canada"
3310,2015-01-07T19:41:37.900Z,35.8173,-97.4291,6.933,3.8,mwr,"6 km S of Guthrie, Oklahoma"
3311,2015-01-07T00:52:09.050Z,32.847,-96.8922,5.0,3.6,mb_lg,"6 km NE of Irving, Texas"
3312,2015-01-07T00:40:26.570Z,36.8765,-104.751,4.33,3.7,ml,"27 km S of Sequndo, Colorado"
3313,2015-01-06T21:55:19.120Z,32.8662,-100.8647,3.95,3.5,mb_lg,western Texas
3314,2015-01-06T21:10:31.550Z,32.835,-96.9027,5.93,3.5,mb_lg,"4 km ENE of Irving, Texas"
3315,2015-01-05T22:27:39.800Z,36.2603,-97.2616,4.356,3.6,mwr,"4 km SE of Perry, Oklahoma"
3316,2015-01-05T22:06:43.600Z,36.2611,-97.2623,5.0,3.6,mwr,"3 km SE of Perry, Oklahoma"
3317,2015-01-05T15:35:50.158Z,41.8852,-119.641,9.8,3.7,ml,"42 km E of Fort Bidwell, California"
3318,2015-01-05T12:14:19.800Z,36.7411,-98.1117,6.598,3.5,ml,Oklahoma
3319,2015-01-05T01:47:21.986Z,41.8698,-119.6366,7.9,3.7,ml,"42 km E of Fort Bidwell, California"
3320,2015-01-04T21:37:01.300Z,35.8196,-97.4362,6.604,3.6,mwr,"6 km S of Guthrie, Oklahoma"
3321,2015-01-04T20:08:14.199Z,41.8825,-119.6389,10.4,3.9,ml,"42 km E of Fort Bidwell, California"
3322,2015-01-04T13:21:55.250Z,44.4777,-114.1742,6.12,3.7,mwr,"5 km ESE of Challis, Idaho"
3323,2015-01-04T10:55:39.800Z,37.2454,-98.0233,4.87,3.5,mb_lg,"4 km S of Harper, Kansas"
3324,2015-01-04T10:47:54.900Z,44.464,-114.1671,11.5,3.8,ml,"6 km SE of Challis, Idaho"
3325,2015-01-04T09:56:43.113Z,41.8841,-119.6294,8.9,4.1,ml,"43 km E of Fort Bidwell, California"
3326,2015-01-04T07:34:12.300Z,44.4793,-114.1761,10.5,3.8,mwr,"5 km ESE of Challis, Idaho"
3327,2015-01-04T06:35:23.600Z,44.445,-114.1493,10.9,3.6,mwr,"9 km SE of Challis, Idaho"
3328,2015-01-04T03:18:09.480Z,34.6173333,-118.6301667,7.821,4.25,mw,"14km N of Castaic, CA"
3329,2015-01-04T01:25:13.700Z,44.4483,-114.1421,11.7,3.5,ml,"9 km SE of Challis, Idaho"
3330,2015-01-03T17:44:03.530Z,44.5074,-114.112,8.5,5.0,mww,"9 km E of Challis, Idaho"
3331,2015-01-01T14:44:08.500Z,36.8137,-97.71,3.2,3.6,ml,"2 km ENE of Medford, Oklahoma"
3332,2015-01-01T12:16:14.570Z,40.442,-125.7746667,23.9,5.36,mw,"128 km W of Ferndale, California"
3333,2014-12-30T23:26:17.690Z,33.5856667,-118.272,1.034,3.88,ml,"17km S of San Pedro, CA"
3334,2014-12-30T21:37:24.900Z,36.7251,-98.3084,5.485,3.8,ml,"5 km SE of Cherokee, Oklahoma"
3335,2014-12-30T21:24:51.100Z,36.7255,-98.3075,5.55,3.9,ml,"5 km SE of Cherokee, Oklahoma"
3336,2014-12-29T13:42:20.950Z,40.2961667,-124.517,18.931,3.63,mw,"37 km SW of Ferndale, California"
3337,2014-12-29T06:08:18.460Z,39.6636667,-111.9715,4.05,3.65,ml,"12 km WSW of Nephi, Utah"
3339,2014-12-25T23:11:36.400Z,36.368,-97.0684,1.98,3.9,ml,"9 km NW of Morrison, Oklahoma"
3340,2014-12-25T20:32:49.500Z,35.8124,-97.4167,6.945,3.5,mwr,"7 km S of Guthrie, Oklahoma"
3341,2014-12-24T07:58:31.928Z,41.8605,-119.6316,9.4,3.6,ml,"43 km E of Fort Bidwell, California"
3342,2014-12-24T06:00:11.470Z,33.1783333,-115.6041667,1.137,3.56,ml,"10km NW of Calipatria, CA"
3343,2014-12-24T05:51:51.440Z,33.1851667,-115.6085,1.387,4.19,mw,"10km SW of Niland, CA"
3344,2014-12-24T04:10:37.400Z,44.4556,-114.1515,9.7,3.7,ml,"8 km SE of Challis, Idaho"
3345,2014-12-23T13:52:34.700Z,44.4606,-114.1566,10.7,3.8,ml,"7 km SE of Challis, Idaho"
3346,2014-12-23T11:56:26.200Z,44.42,-114.159,6.5,3.9,ml,"11 km SSE of Challis, Idaho"
3347,2014-12-23T11:55:54.000Z,44.4535,-114.152,10.4,3.7,ml,"8 km SE of Challis, Idaho"
3348,2014-12-23T01:42:00.445Z,41.8852,-119.6518,11.6,3.5,ml,"41 km E of Fort Bidwell, California"
3349,2014-12-22T17:20:36.800Z,44.473,-114.1635,9.1,3.7,ml,"6 km ESE of Challis, Idaho"
3350,2014-12-22T07:45:07.010Z,37.2649,-97.9365,6.02,3.5,mb_lg,"4 km WSW of Danville, Kansas"
3351,2014-12-22T03:40:56.800Z,36.8024,-98.1933,5.0,3.6,mwr,"6 km NNW of Nescatunga, Oklahoma"
3352,2014-12-19T23:34:18.460Z,43.3274,-126.6379,10.0,4.2,mb,"182 km W of Bandon, Oregon"
3353,2014-12-19T02:40:02.490Z,41.1093,-126.819,12.64,4.4,mb,"222 km WNW of Indianola, California"
3354,2014-12-19T02:35:02.270Z,40.8417,-126.5622,6.71,3.6,mb,"196 km W of Ferndale, California"
3355,2014-12-19T01:53:05.680Z,41.2438,-127.3495,7.79,3.8,mb,"268 km WSW of Crescent City, California"
3356,2014-12-19T01:42:30.370Z,41.0051,-127.3106,10.0,4.6,mwr,"261 km W of Ferndale, California"
3358,2014-12-14T21:18:20.500Z,36.3187,-96.7553,4.679,4.0,mwr,"4 km ESE of Pawnee, Oklahoma"
3359,2014-12-14T15:48:41.600Z,36.3258,-97.5324,6.423,3.8,ml,"5 km ENE of Covington, Oklahoma"
3360,2014-12-14T09:14:21.100Z,36.8706,-98.1272,5.413,3.9,mwr,"13 km N of Nescatunga, Oklahoma"
3361,2014-12-13T09:51:30.700Z,36.3241,-97.5347,6.495,3.6,ml,"4 km ENE of Covington, Oklahoma"
3362,2014-12-11T07:53:49.400Z,36.7616,-98.0542,3.663,3.8,mwr,"8 km E of Nescatunga, Oklahoma"
3363,2014-12-11T00:06:30.020Z,41.8996,-119.6388,10.5,3.5,ml,"42 km E of Fort Bidwell, California"
3364,2014-12-10T22:46:20.160Z,41.897,-119.6304,10.1,3.5,ml,"43 km E of Fort Bidwell, California"
3365,2014-12-10T13:50:58.204Z,41.8773,-119.6316,8.8,4.1,ml,"43 km E of Fort Bidwell, California"
3366,2014-12-09T06:28:33.100Z,35.8188,-96.8213,6.036,3.7,ml,"5 km NW of Kendrick, Oklahoma"
3368,2014-12-07T22:13:08.300Z,35.8197,-97.4393,5.147,3.6,mwr,"6 km S of Guthrie, Oklahoma"
3370,2014-12-06T02:16:07.370Z,36.7941667,-121.5168333,6.43,3.92,mw,"6 km SSE of San Juan Bautista, California"
3371,2014-12-05T03:54:22.500Z,36.023,-97.0946,4.007,3.7,mwr,"7 km NW of Perkins, Oklahoma"
3372,2014-12-04T18:04:17.800Z,36.758,-97.5781,5.0,3.5,ml,"7 km SW of Deer Creek, Oklahoma"
3373,2014-12-04T16:53:21.190Z,33.9631667,-116.6346667,14.651,3.56,ml,"11km SSW of Morongo Valley, CA"
3374,2014-12-04T13:09:06.420Z,40.388,-125.3838333,24.038,4.29,mw,"97 km WSW of Ferndale, California"
3375,2014-12-04T05:24:52.034Z,41.8812,-119.6445,11.0,4.2,ml,"42 km E of Fort Bidwell, California"
3376,2014-12-03T13:33:33.600Z,36.5021,-99.0279,6.661,3.7,ml,"5 km NNE of Quinlan, Oklahoma"
3377,2014-12-01T15:13:45.400Z,47.9475,-114.8878,8.6,3.5,mc,"24 km SE of Happys Inn, Montana"
3378,2014-12-01T05:57:37.030Z,35.0423,-111.7276,5.0,4.7,mww,"6 km SSW of Kachina Village, Arizona"
3379,2014-11-30T10:24:44.400Z,36.6028,-97.6068,5.684,4.0,mwr,"6 km NE of Hunter, Oklahoma"
3380,2014-11-30T06:59:56.000Z,35.5382,-96.7714,6.89,3.6,mwr,"8 km SSE of Sparks, Oklahoma"
3382,2014-11-25T23:32:55.200Z,36.8106,-97.8672,5.575,3.5,ml,"9 km SSE of Wakita, Oklahoma"
3385,2014-11-25T14:43:40.000Z,36.8201,-97.7191,4.129,3.6,mwr,"1 km NE of Medford, Oklahoma"
3386,2014-11-25T09:19:18.240Z,34.956,-111.7683,12.77,3.5,ml,"9 km N of Sedona, Arizona"
3387,2014-11-24T19:05:57.500Z,36.8728,-98.3353,5.326,3.7,mwr,"4 km SW of Byron, Oklahoma"
3388,2014-11-24T08:28:31.000Z,35.816,-97.433,6.17,3.5,ml,"7 km S of Guthrie, Oklahoma"
3389,2014-11-24T06:36:08.600Z,36.3276,-97.531,5.0,3.8,mwr,"5 km ENE of Covington, Oklahoma"
3390,2014-11-23T12:50:48.030Z,43.8645,-128.4685,10.0,4.9,mb,off the coast of Oregon
3391,2014-11-23T03:35:45.500Z,43.8513,-128.2968,10.0,4.2,mb,off the coast of Oregon
3392,2014-11-23T03:25:20.710Z,43.906,-128.1006,10.0,3.7,mb,off the coast of Oregon
3393,2014-11-22T14:36:06.300Z,36.64,-97.7734,6.197,3.5,ml,"4 km SE of Pond Creek, Oklahoma"
